YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 03 15 06  68  4.9  6.1  1.52  9.09  6.57  67 1009.8  24.6  24.6 999.0 99.0
1999 03 15 07  60  4.1  4.9  1.57  9.09  6.53  74 1010.3  24.5  24.5 999.0 99.0
1999 03 15 08  66  3.7  4.7  1.59  8.33  6.68  58 1010.9  24.5  24.5 999.0 99.0
1999 03 15 09  69  4.2  5.0  1.39  9.09  6.34  68 1010.5  24.5  24.5 999.0 99.0
1999 03 15 10  54  4.0  5.0  1.63  8.33  6.74  72 1010.3  24.3  24.3 999.0 99.0
1999 03 15 11  49  4.1  4.9  1.60  9.09  6.73  72 1009.5  24.3  24.3 999.0 99.0
1999 03 15 12  46  4.4  5.3  1.43  8.33  6.61  50 1008.8  24.2  24.3 999.0 99.0
1999 03 15 13  48  4.1  5.1  1.68  8.33  6.89  78 1008.6  24.2  24.3 999.0 99.0
1999 03 15 14  48  4.3  5.2  1.74  9.09  6.95  79 1008.5  24.2  24.3 999.0 99.0
1999 03 15 15  46  4.4  5.4  1.38 10.00  6.39  78 1008.8  24.2  24.3 999.0 99.0
1999 03 15 16  44  4.3  5.1  1.71  8.33  6.79  68 1009.4  24.3  24.3 999.0 99.0
1999 03 15 17  46  5.0  6.0  1.69  9.09  7.13  67 1010.1  24.3  24.3 999.0 99.0
1999 03 15 18  31  5.2  6.3  1.79  8.33  7.30  51 1010.4  24.5  24.3 999.0 99.0
1999 03 15 19  32  4.0  5.2  1.55  8.33  6.99  49 1011.1  24.7  24.3 999.0 99.0
1999 03 15 20  42  4.4  5.3  1.84  9.09  7.35  48 1011.6  25.0  24.5 999.0 99.0
1999 03 15 21  42  4.0  5.1  1.66 10.00  7.12  55 1011.0  25.0  24.5 999.0 99.0
1999 03 15 22  38  3.2  4.0  1.65 10.00  6.90  45 1010.2  25.0  24.6 999.0 99.0
1999 03 15 23  45  3.8  4.7  1.76 10.00  7.29  65 1009.3  25.0  25.0 999.0 99.0
1999 03 16 00  38  3.9  4.9  1.82  9.09  7.42  51 1008.1  25.0  25.0 999.0 99.0
1999 03 16 01  39  3.9  4.8  1.78  9.09  7.41  56 1007.8  25.1  25.1 999.0 99.0
1999 03 16 02  36  3.8  4.6  1.78  9.09  7.32  71 1007.5  25.1  25.0 999.0 99.0
1999 03 16 03  44  4.3  5.1  1.95  9.09  7.36  66 1007.9  25.3  25.1 999.0 99.0
1999 03 16 04  57  3.8  4.8  1.84  9.09  7.11  68 1008.7  25.1  25.0 999.0 99.0
1999 03 16 05  51  4.0  4.9  1.76  9.09  7.30  56 1009.4  25.1  24.7 999.0 99.0
1999 03 16 06  46  4.2  5.2  1.79  9.09  7.41  51 1010.2  25.1  24.6 999.0 99.0
1999 03 16 07 999  5.1 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 16 08  40  3.8  4.6  1.74  9.09  7.45  55 1011.1  25.0  24.6 999.0 99.0
1999 03 16 09  36  3.4  4.2  1.85  9.09  7.50  42 1011.7  25.0  24.6 999.0 99.0
1999 03 16 10  44  3.7  4.7  1.57 10.00  7.26  47 1011.7  25.0  24.6 999.0 99.0
1999 03 16 11  35  3.9  4.8  1.69  9.09  7.37  81 1010.4  24.6  24.6 999.0 99.0
1999 03 16 12  46  3.8  4.8  1.51  8.33  7.42  71 1010.1  24.5  24.5 999.0 99.0
1999 03 16 13  56  4.1  4.8  1.58  9.09  7.83  62 1009.6  24.5  24.5 999.0 99.0
1999 03 16 14  60  4.4  5.4  1.70 10.00  7.97  61 1009.4  24.5  24.5 999.0 99.0
1999 03 16 15  49  4.6  5.6  1.77  9.09  7.66  54 1009.3  24.3  24.5 999.0 99.0
1999 03 16 16  54  4.2  5.3  1.77 10.00  7.67  60 1009.6  24.3  24.5 999.0 99.0
1999 03 16 17  54  4.6  5.5  1.71 10.00  7.58  68 1010.2  24.3  24.5 999.0 99.0
1999 03 16 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 16 19  58  3.6  4.3  1.56 10.00  7.45  73 1011.1  25.0  24.5 999.0 99.0
1999 03 16 20  54  3.7  4.6  1.52  9.09  7.50  63 1011.3  25.0  24.6 999.0 99.0
1999 03 16 21  53  4.3  5.2  1.72  8.33  7.59  78 1010.9  25.0  24.6 999.0 99.0
1999 03 16 22  48  4.1  5.4  1.52  9.09  7.26  66 1009.7  25.0  25.0 999.0 99.0
1999 03 16 23  48  4.5  5.5  1.66  8.33  7.30  74 1008.9  25.0  25.0 999.0 99.0
1999 03 17 00  43  4.5  5.5  1.69  9.09  7.39  72 1008.0  25.0  25.0 999.0 99.0
1999 03 17 01  49  4.6  5.9  1.57  9.09  7.08  69 1007.3  25.1  25.1 999.0 99.0
1999 03 17 02  52  5.1  6.2  1.55  9.09  6.88  60 1007.1  25.1  25.0 999.0 99.0
1999 03 17 03  47  5.3  6.1  1.66  9.09  7.04  58 1007.1  25.1  25.0 999.0 99.0
1999 03 17 04  52  5.3  6.2  1.54 10.00  7.02  61 1007.7  25.1  25.0 999.0 99.0
1999 03 17 05  56  4.7  5.6  1.62 10.00  6.94  86 1008.5  25.0  24.6 999.0 99.0
1999 03 17 06  49  4.6  5.6  1.47  9.09  7.19  66 1009.2  25.0  25.0 999.0 99.0
1999 03 17 07  51  4.6  5.6  1.47  9.09  7.08  60 1009.7  25.0  24.6 999.0 99.0
1999 03 17 08  44  5.5  6.6  1.48  9.09  6.97  64 1010.1  25.0  24.6 999.0 99.0
1999 03 17 09  50  5.7  6.9  1.50  9.09  7.04  60 1010.2  25.3  24.6 999.0 99.0
1999 03 17 10  58  5.1  6.2  1.38  9.09  6.87  65 1010.3  25.1  24.6 999.0 99.0
1999 03 17 11  26  5.2  6.2  1.50  9.09  6.76  56 1009.7  23.8  24.5 999.0 99.0
1999 03 17 12  65  4.1  4.8  1.57  9.09  7.15  58 1009.4  24.3  24.5 999.0 99.0
1999 03 17 13  63  5.2  6.3  1.63  9.09  7.25  67 1008.9  24.3  24.5 999.0 99.0
1999 03 17 14  56  5.4  6.4  1.61  9.09  6.58  60 1008.7  24.6  24.5 999.0 99.0
1999 03 17 15  79  6.1  7.2  1.56  9.09  6.66  64 1008.8  24.5  24.5 999.0 99.0
1999 03 17 16  75  5.3  6.3  1.57  9.09  6.67  48 1009.5  24.5  24.5 999.0 99.0
1999 03 17 17  72  4.8  5.9  1.63  9.09  6.59  56 1010.0  24.5  24.5 999.0 99.0
1999 03 17 18  70  4.3  5.2 99.00 99.00 99.00 999 1010.4  24.6  24.5 999.0 99.0
1999 03 17 19  63  4.0  5.0  1.69  9.09  7.13  49 1011.1  25.0  24.5 999.0 99.0
1999 03 17 20  61  4.4  5.2  1.66  9.09  7.07  45 1011.7  25.0  24.5 999.0 99.0
1999 03 17 21  56  4.6  6.0  1.61  9.09  6.83  56 1011.0  25.0  24.6 999.0 99.0
1999 03 17 22  48  3.5  4.8  1.59  9.09  6.82  44 1010.1  24.6  24.9 999.0 99.0
1999 03 17 23  46  4.3  5.3  1.71  9.09  7.05  35 1009.4  24.7  25.0 999.0 99.0
1999 03 18 00  45  4.5  5.4  1.77  9.09  7.02  44 1008.0  25.0  25.0 999.0 99.0
1999 03 18 01  47  4.0  5.0  1.72  9.09  7.12  57 1007.0  24.8  25.1 999.0 99.0
1999 03 18 02  44  4.1  5.2  1.69  8.33  7.04  43 1006.4  25.0  25.1 999.0 99.0
1999 03 18 03  52  4.0  4.9  1.80  9.09  7.35  49 1006.4  25.0  25.0 999.0 99.0
1999 03 18 04  55  4.3  5.3  1.82  9.09  7.49  48 1007.1  25.0  25.0 999.0 99.0
1999 03 18 05  64  4.0  4.8  1.73  9.09  7.23  42 1007.8  24.6  25.0 999.0 99.0
1999 03 18 06  73  5.2  6.3  1.73  9.09  7.23  45 1008.8  24.6  24.6 999.0 99.0
1999 03 18 07  58  5.3  6.7  1.65  8.33  7.07  52 1010.1  24.6  24.6 999.0 99.0
1999 03 18 08  58  6.0  7.2  1.86  9.09  7.18  51 1010.5  25.0  24.6 999.0 99.0
1999 03 18 09  59  4.8  5.9  1.81  9.09  7.16  34 1010.9  25.0  24.6 999.0 99.0
1999 03 18 10  44  4.5  5.4  1.75  9.09  7.34  38 1010.3  25.0  24.6 999.0 99.0
1999 03 18 11  41  2.9  3.9  1.77  9.09  7.33  41 1009.9  24.5  24.5 999.0 99.0
1999 03 18 12  58  2.4  3.2  1.74  9.09  7.41  40 1009.6  24.5  24.5 999.0 99.0
1999 03 18 13  68  2.3  3.6  1.70  9.09  7.27  36 1009.5  24.5  24.5 999.0 99.0
1999 03 18 14  66  3.6  4.4  1.79  9.09  7.44  51 1009.5  24.5  24.5 999.0 99.0
1999 03 18 15  66  2.8  3.5  1.84  9.09  7.67  36 1009.5  24.3  24.5 999.0 99.0
1999 03 18 16  44  3.0  3.9  1.60  9.09  7.30  51 1009.6  24.3  24.5 999.0 99.0
1999 03 18 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 18 18  49  2.9  3.6  1.75  9.09  7.78  40 1010.9  25.0  24.5 999.0 99.0
1999 03 18 19  53  3.9  5.2  1.92  9.09  7.95  41 1010.9  25.0  24.6 999.0 99.0
1999 03 18 20  58  3.5  4.4  1.66  9.09  7.83  58 1011.1  25.0  24.6 999.0 99.0
1999 03 18 21  56  2.7  3.7  1.67  9.09  7.84  41 1010.3  25.0  25.0 999.0 99.0
1999 03 18 22  57  2.9  3.8  1.73  9.09  8.00  46 1010.1  25.0  25.3 999.0 99.0
1999 03 18 23  34  4.1  4.9  1.70  9.09  8.02  39 1009.0  25.0  25.1 999.0 99.0
1999 03 19 00  31  4.7  5.7  1.92  9.09  8.12  40 1008.0  25.1  25.3 999.0 99.0
1999 03 19 01  37  8.5  9.8  1.73 10.00  7.84  26 1007.2  24.3  25.1 999.0 99.0
1999 03 19 02  34  5.1  6.7  1.81  9.09  7.02  33 1007.0  24.6  25.0 999.0 99.0
1999 03 19 03  40  4.7  5.8  1.79  9.09  7.27  52 1007.1  25.1  25.0 999.0 99.0
1999 03 19 04  55  5.9  7.1  1.92  9.09  7.41  55 1008.0  25.1  25.0 999.0 99.0
1999 03 19 05  50  5.1  6.6  1.87  9.09  7.58  50 1008.8  25.0  25.0 999.0 99.0
1999 03 19 06  45  4.4  5.4  1.75  9.09  7.48  59 1009.5  25.1  24.7 999.0 99.0
1999 03 19 07  44  3.8  5.2  1.73  9.09  7.05  48 1010.2  25.0  25.0 999.0 99.0
1999 03 19 08  35  4.8  6.2  1.93  9.09  7.82  46 1010.3  25.0  24.6 999.0 99.0
1999 03 19 09  44  4.3  5.2  2.03  9.09  7.82  40 1010.3  25.0  24.6 999.0 99.0
1999 03 19 10  44  5.2  6.5  1.78  9.09  7.39  47 1010.2  25.0  24.6 999.0 99.0
1999 03 19 11  44  5.3  6.3  1.76  9.09  7.42  48 1009.4  24.6  24.6 999.0 99.0
1999 03 19 12  33  6.3  7.6  1.74  9.09  7.20  50 1008.6  24.6  24.6 999.0 99.0
1999 03 19 13  24  5.9  7.3  1.85  9.09  7.33  40 1008.0  24.6  24.6 999.0 99.0
1999 03 19 14  26  5.7  7.7  1.84  9.09  7.20  48 1008.0  24.6  24.6 999.0 99.0
1999 03 19 15  29  5.9  6.9  1.96  9.09  7.35  55 1008.1  24.6  24.6 999.0 99.0
1999 03 19 16  24  5.6  6.7  2.08  9.09  7.54  34 1008.7  24.6  24.6 999.0 99.0
1999 03 19 17  25  5.5  6.7  1.75  9.09  7.02  40 1009.5  24.6  24.5 999.0 99.0
1999 03 19 18  26  5.5  6.8  1.88  9.09  7.20  30 1010.2  25.0  24.6 999.0 99.0
1999 03 19 19  26  5.2  6.4  2.06  9.09  7.64  43 1010.7  25.1  24.6 999.0 99.0
1999 03 19 20  25  5.3  6.3  1.79  9.09  7.42  33 1011.1  25.1  24.6 999.0 99.0
1999 03 19 21  23  5.0  6.3  1.98  9.09  7.54  44 1010.9  25.1  24.6 999.0 99.0
1999 03 19 22  26  5.2  6.3  1.91  8.33  7.33  37 1010.2  25.1  25.0 999.0 99.0
1999 03 19 23  29  5.4  6.6  1.99  9.09  7.51  53 1009.4  25.1  25.0 999.0 99.0
1999 03 20 00  31  6.2  7.8  1.95  9.09  7.37  38 1008.6  25.1  25.0 999.0 99.0
1999 03 20 01  27  5.4  6.9  2.06  9.09  7.10  45 1008.0  25.2  25.0 999.0 99.0
1999 03 20 02  24  5.2  6.3  2.21  8.33  7.10  53 1007.9  25.3  25.0 999.0 99.0
1999 03 20 03  31  5.2  6.4  2.16  9.09  7.28  44 1008.0  25.3  25.0 999.0 99.0
1999 03 20 04  35  5.8  6.9  2.06  9.09  7.02  39 1008.7  25.3  25.0 999.0 99.0
1999 03 20 05  38  4.8  6.0  2.04  9.09  6.94  44 1009.3  25.1  25.0 999.0 99.0
1999 03 20 06  44  4.2  5.4  2.00  9.09  7.03  48 1010.2  25.0  25.0 999.0 99.0
1999 03 20 07  54  7.2  9.5  2.05  8.33  7.25  61 1010.7  24.7  24.6 999.0 99.0
1999 03 20 08  24  5.2  6.3  1.98  8.33  6.96  50 1011.1  24.5  24.6 999.0 99.0
1999 03 20 09  44  4.9  6.2  1.94  8.33  7.05  57 1011.1  25.0  24.6 999.0 99.0
1999 03 20 10  50  5.4  6.5  1.94  9.09  7.23  58 1011.0  25.0  24.6 999.0 99.0
1999 03 20 11  47  5.1  6.6  1.83  9.09  7.27  38 1010.4  24.6  24.6 999.0 99.0
1999 03 20 12  44  5.1  6.6  1.88  9.09  6.91  60 1009.7  24.6  24.6 999.0 99.0
1999 03 20 13  46  5.5  7.2  2.00  9.09  7.17  48 1009.6  24.6  24.6 999.0 99.0
1999 03 20 14  44  5.6  6.8  1.87  9.09  6.86  50 1009.6  24.6  24.6 999.0 99.0
1999 03 20 15  39  5.3  6.4  2.06  9.09  7.01  52 1009.6  24.6  24.6 999.0 99.0
1999 03 20 16  39  5.0  6.0  1.91  9.09  7.03  46 1010.2  24.5  24.6 999.0 99.0
1999 03 20 17  41  5.4  6.6 99.00 99.00 99.00 999 1011.1  24.6  24.6 999.0 99.0
1999 03 20 18  36  4.5  5.8 99.00 99.00 99.00 999 1011.8  25.0  24.6 999.0 99.0
1999 03 20 19  31  4.9  6.1  1.78  9.09  7.04  35 1011.9  25.0  24.6 999.0 99.0
1999 03 20 20  17  4.3  5.1  1.85  8.33  6.99  57 1012.0  25.0  24.6 999.0 99.0
1999 03 20 21  17  5.1  6.0  1.87  9.09  7.08  61 1011.7  25.1  25.0 999.0 99.0
1999 03 20 22  29  5.0  6.4  1.83  9.09  7.09  59 1010.9  25.1  25.0 999.0 99.0
1999 03 20 23  32  4.6  5.8  1.94  8.33  6.94  49 1009.7  25.0  25.0 999.0 99.0
1999 03 21 00  31  5.2  6.4  1.98  9.09  6.97  50 1008.8  25.0  25.1 999.0 99.0
1999 03 21 01  31  5.5  6.4  1.83  8.33  6.88  56 1008.0  25.1  25.2 999.0 99.0
1999 03 21 02  34  4.8  5.8  1.73  8.33  6.63  46 1007.9  25.1  25.1 999.0 99.0
1999 03 21 03  26  5.1  6.4  1.81  8.33  7.08  49 1007.9  25.3  25.1 999.0 99.0
1999 03 21 04  32  4.6  5.5  1.71  8.33  6.64  62 1008.5  25.1  25.0 999.0 99.0
1999 03 21 05  41  5.0  6.0  1.63  8.33  6.71  57 1009.3  25.1  25.0 999.0 99.0
1999 03 21 06  36  4.2  5.1  1.76  9.09  7.51  53 1009.9  25.1  25.1 999.0 99.0
1999 03 21 07  34  4.5  5.3  1.63  9.09  6.90  59 1010.4  25.1  25.0 999.0 99.0
1999 03 21 08  49  6.3  7.8  1.65  7.69  6.95  53 1010.9  24.5  25.0 999.0 99.0
1999 03 21 09  35  6.4  8.0  1.72  7.69  6.96  52 1011.0  23.8  25.0 999.0 99.0
1999 03 21 10  46  6.3  7.5  1.64  8.33  6.77  64 1010.4  24.5  25.0 999.0 99.0
1999 03 21 11  44  5.9  7.0 99.00 99.00 99.00 999 1010.1  24.5  25.0 999.0 99.0
1999 03 21 12  40  5.8  6.9  1.83  8.33  6.64  56 1009.5  24.6  25.0 999.0 99.0
1999 03 21 13  40  5.7  6.9  1.74  9.09  6.80  44 1008.8  24.5  25.0 999.0 99.0
1999 03 21 14  46  6.5  7.5  1.67  8.33  6.65  41 1008.7  24.5  25.0 999.0 99.0
1999 03 21 15  40  6.7  8.3  1.67  8.33  6.79  42 1008.9  24.6  24.6 999.0 99.0
1999 03 21 16  44  5.8  7.2  1.83  9.09  6.92  47 1009.5  24.6  24.6 999.0 99.0
1999 03 21 17  35  6.1  7.4  1.83  7.69  6.77  48 1010.0  24.6  24.6 999.0 99.0
1999 03 21 18  38  6.1  7.6  1.73  9.09  6.86  40 1010.3  25.0  24.6 999.0 99.0
1999 03 21 19  43  6.4  8.1  1.90  9.09  6.96  49 1011.0  25.1  24.6 999.0 99.0
1999 03 21 20  41  6.6  7.8  1.81  9.09  6.76  53 1011.3  25.1  25.0 999.0 99.0
1999 03 21 21  46  5.8  6.9  1.84  8.33  6.84  52 1010.8  25.1  25.0 999.0 99.0
1999 03 21 22  51  6.7  8.2  1.99  8.33  6.90  31 1009.7  25.1  25.0 999.0 99.0
1999 03 21 23  43  6.0  7.2  1.92 14.29  6.83 349 1009.4  25.1  25.0 999.0 99.0
1999 03 22 00  49  6.3  7.3  1.85  8.33  6.75  42 1008.3  25.1  25.0 999.0 99.0
1999 03 22 01  44  5.6  6.8  1.81  8.33  6.45  58 1007.9  25.1  25.0 999.0 99.0
1999 03 22 02  59  6.7  8.5  1.86  8.33  6.75  41 1007.8  25.1  25.0 999.0 99.0
1999 03 22 03  47  6.0  7.4  2.08  8.33  7.13  49 1008.0  25.1  25.0 999.0 99.0
1999 03 22 04  54  5.4  6.4  1.94  8.33  7.06  56 1008.5  25.1  25.0 999.0 99.0
1999 03 22 05  59  6.0  7.3  2.02  8.33  6.97  57 1009.4  25.1  25.0 999.0 99.0
1999 03 22 06 999  4.9  6.1 99.00 99.00 99.00 999 1010.3  25.3  25.0 999.0 99.0
1999 03 22 07  53  5.9  7.1  2.02 20.00  7.15 343 1011.0  25.1  25.0 999.0 99.0
1999 03 22 08  68  4.9  6.4  2.11 20.00  7.50 321 1011.6  25.1  25.0 999.0 99.0
1999 03 22 09  63  4.6  5.7  2.15 20.00  7.47 334 1011.8  25.1  24.6 999.0 99.0
1999 03 22 10  53  5.3  6.4  2.27 20.00  7.92 328 1011.5  25.0  24.6 999.0 99.0
1999 03 22 11  58  5.6  6.7  2.27 20.00  7.69 319 1011.0  25.0  24.6 999.0 99.0
1999 03 22 12  53  6.1  7.3  2.17 20.00  7.88 336 1010.1  24.6  24.6 999.0 99.0
1999 03 22 13  59  5.3  6.7  2.11 20.00  7.61 334 1009.5  24.6  24.6 999.0 99.0
1999 03 22 14  59  5.2  6.3  2.19 20.00  8.00 323 1009.3  24.6  24.6 999.0 99.0
1999 03 22 15  53  5.2  6.3  2.39 20.00  7.87 327 1009.4  24.6  24.6 999.0 99.0
1999 03 22 16  59  5.7  7.2  2.28 20.00  7.67 341 1009.5  24.6  24.6 999.0 99.0
1999 03 22 17  62  6.2  7.4  2.15 20.00  7.68 333 1010.2  25.0  24.6 999.0 99.0
1999 03 22 18  74  5.9  7.5  2.23 20.00  7.63 324 1010.9  25.0  24.6 999.0 99.0
1999 03 22 19  75  5.6  6.9  2.28 16.67  7.46 325 1011.2  25.1  24.6 999.0 99.0
1999 03 22 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 22 21  65  5.2  6.1  2.43 16.67  8.06 326 1011.3  25.3  24.6 999.0 99.0
1999 03 22 22  57  5.8  7.0 99.00 99.00 99.00 999 1010.5  25.3  24.7 999.0 99.0
1999 03 22 23  62  5.4  7.2  2.49 16.67  7.99 336 1009.7  25.3  24.9 999.0 99.0
1999 03 23 00  70  5.1  6.1  2.45 20.00  8.05 326 1008.8  25.3  25.0 999.0 99.0
1999 03 23 01  68  4.8  5.6  2.48 16.67  8.26 325 1008.4  25.3  25.0 999.0 99.0
1999 03 23 02  69  5.2  6.3  2.59 16.67  8.48 324 1008.1  25.3  25.0 999.0 99.0
1999 03 23 03  67  4.9  6.3  2.65 20.00  8.30 328 1008.5  25.3  25.1 999.0 99.0
1999 03 23 04  62  4.6  5.7  2.51 16.67  8.20 339 1009.4  25.3  25.0 999.0 99.0
1999 03 23 05  68  4.2  5.4  2.31 16.67  7.88 324 1010.2  25.1  25.0 999.0 99.0
1999 03 23 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 23 07  77  4.0  5.3  2.39 16.67  8.27 328 1011.0  25.1  25.0 999.0 99.0
1999 03 23 08  73  4.3  5.4  2.44 16.67  8.45 331 1011.6  25.1  25.0 999.0 99.0
1999 03 23 09  56  4.2  5.2  2.50 16.67  8.64 332 1011.7  24.6  25.0 999.0 99.0
1999 03 23 10  44  4.2  5.0  2.24  8.33  7.87  43 1011.5  24.3  25.0 999.0 99.0
1999 03 23 11  55  3.4  4.4  2.36 16.67  8.48 320 1010.5  24.5  24.6 999.0 99.0
1999 03 23 12  57  3.9  4.8  2.38 16.67  8.62 324 1009.8  24.6  24.6 999.0 99.0
1999 03 23 13  66  3.7  4.5  2.39 16.67  9.01 334 1009.4  24.6  24.6 999.0 99.0
1999 03 23 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 23 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 23 16  54  3.3  4.1  2.36 16.67  8.57 330 1009.9  24.6  24.6 999.0 99.0
1999 03 23 17  62  3.9  4.6  2.39 16.67  8.95 332 1010.3  24.6  24.6 999.0 99.0
1999 03 23 18  66  4.6  5.5  2.45 16.67  9.15 331 1011.3  25.0  24.6 999.0 99.0
1999 03 23 19 999  3.7  4.7 99.00 99.00 99.00 999 1011.8  25.2  24.6 999.0 99.0
1999 03 23 20  68  4.9  5.8  2.49 16.67  9.31 342 1012.0  25.3  25.0 999.0 99.0
1999 03 23 21  62  4.5  5.8  2.37 16.67  8.06 320 1011.5  25.2  25.0 999.0 99.0
1999 03 23 22  56  4.6  5.9  2.52 16.67  8.50 326 1011.1  25.2  25.0 999.0 99.0
1999 03 23 23  57  5.0  5.9  2.42 16.67  8.64 329 1010.1  25.1  25.1 999.0 99.0
1999 03 24 00  58  4.8  5.9  2.70 16.67  9.22 329 1009.5  25.3  25.1 999.0 99.0
1999 03 24 01  44  4.4  5.6  2.94 16.67  9.60 325 1009.1  25.3  25.2 999.0 99.0
1999 03 24 02 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 24 03  31  4.4  5.4  2.44 16.67  8.76 324 1009.4  25.3  25.3 999.0 99.0
1999 03 24 04  44  3.5  4.3  2.32 16.67  8.58 339 1009.6  25.3  25.1 999.0 99.0
1999 03 24 05  32  3.3  4.1  2.23 16.67  8.32 335 1010.3  25.3  25.1 999.0 99.0
1999 03 24 06  20  3.6  4.7  2.36  9.09  8.24  41 1010.9  25.0  25.1 999.0 99.0
1999 03 24 07  27  3.7  4.7  2.67 16.67  9.30 333 1011.0  25.0  25.1 999.0 99.0
1999 03 24 08  27  4.1  5.5  2.40 16.67  8.77 328 1011.1  25.0  25.1 999.0 99.0
1999 03 24 09  45  3.9  4.9  2.46 16.67  8.73 321 1011.1  25.0  25.0 999.0 99.0
1999 03 24 10  58  3.9  5.0  2.34 16.67  8.70 339 1011.2  25.0  25.0 999.0 99.0
1999 03 24 11  53  3.8  4.8  2.59 16.67  9.24 339 1010.3  24.9  25.0 999.0 99.0
1999 03 24 12  55  4.2  5.3  2.42 14.29  9.18 320 1009.7  24.6  25.0 999.0 99.0
1999 03 24 13  50  3.5  4.6  2.56 14.29  9.55 326 1009.6  24.6  25.0 999.0 99.0
1999 03 24 14  38  5.0  6.0  2.22 14.29  8.97 336 1009.5  24.6  25.0 999.0 99.0
1999 03 24 15  33  4.9  6.5  2.32 10.00  8.70  13 1009.5  24.6  25.0 999.0 99.0
1999 03 24 16  27  4.7  5.8  2.53 10.00  9.05  26 1009.8  24.6  25.0 999.0 99.0
1999 03 24 17  26  4.9  6.1  2.18 10.00  8.52  18 1010.3  24.6  25.0 999.0 99.0
1999 03 24 18  25  5.2  6.5  2.44 10.00  8.95  21 1011.1  25.0  25.0 999.0 99.0
1999 03 24 19  31  4.5  5.6  2.28 10.00  8.53  22 1011.8  25.1  25.0 999.0 99.0
1999 03 24 20  19  5.1  6.4  2.37 14.29  9.02 326 1011.8  25.1  25.0 999.0 99.0
1999 03 24 21  17  3.9  5.3  2.21 14.29  8.61 325 1011.7  25.1  25.0 999.0 99.0
1999 03 24 22  21  4.1  5.1  2.45 14.29  9.05 325 1011.1  25.1  25.1 999.0 99.0
1999 03 24 23  30  4.2  5.2  2.35 14.29  8.87 315 1010.0  25.1  25.3 999.0 99.0
1999 03 25 00  23  3.9  5.0  2.17 14.29  8.87 320 1009.1  25.3  25.3 999.0 99.0
1999 03 25 01  35  3.9  4.9  2.28  9.09  8.69  39 1008.8  25.3  25.3 999.0 99.0
1999 03 25 02  37  2.9  3.9  2.17 14.29  8.61 325 1008.7  25.3  25.4 999.0 99.0
1999 03 25 03  53  2.4  3.4  2.11  9.09  8.18  38 1008.8  25.4  25.3 999.0 99.0
1999 03 25 04  35  3.2  4.2  2.43 14.29  8.75 314 1009.4  25.3  25.3 999.0 99.0
1999 03 25 05  38  3.8  4.9  2.50 10.00  8.95  30 1009.7  25.1  25.2 999.0 99.0
1999 03 25 06  39  4.2  5.5  2.32 10.00  8.48  25 1010.3  25.2  25.1 999.0 99.0
1999 03 25 07  35  3.7  4.9  2.26 14.29  8.92 312 1010.9  25.2  25.1 999.0 99.0
1999 03 25 08  46  3.7  4.9  2.55 11.11  9.11  11 1011.2  25.1  25.1 999.0 99.0
1999 03 25 09  55  3.1  4.2  2.30 10.00  8.54  49 1011.5  25.1  25.1 999.0 99.0
1999 03 25 10  50  3.2  4.3  2.21 10.00  8.46  38 1011.2  25.1  25.0 999.0 99.0
1999 03 25 11  47  3.5  4.9  2.43 10.00  8.58  39 1010.7  25.0  25.0 999.0 99.0
1999 03 25 12  34  3.8  5.2  2.60 10.00  8.90  50 1010.1  25.0  25.0 999.0 99.0
1999 03 25 13  25  3.3  4.7  2.41 10.00  8.87  43 1009.4  25.0  25.0 999.0 99.0
1999 03 25 14  36  3.7  4.6  2.55 10.00  9.17  46 1009.4  24.9  25.0 999.0 99.0
1999 03 25 15  51  3.8  4.9  2.55 10.00  9.15  44 1009.4  25.0  25.0 999.0 99.0
1999 03 25 16  55  3.3  4.6  2.37 10.00  8.93  44 1010.0  25.0  25.0 999.0 99.0
1999 03 25 17  63  2.8  4.0  2.43 10.00  9.21  43 1010.6  25.0  25.0 999.0 99.0
1999 03 25 18  62  4.1  5.6  2.34 10.00  9.13  45 1011.2  25.1  25.0 999.0 99.0
1999 03 25 19  56  4.0  5.2  2.49 10.00  9.06  45 1012.0  25.3  25.0 999.0 99.0
1999 03 25 20  44  3.7  4.9  2.27 12.50  9.03 349 1012.1  25.3  25.1 999.0 99.0
1999 03 25 21  61  3.8  5.0  2.43 10.00  8.85  49 1011.8  25.3  25.2 999.0 99.0
1999 03 25 22  70  3.9  4.7  2.26 11.11  9.02  38 1011.2  25.3  25.3 999.0 99.0
1999 03 25 23  49  4.1  5.6  2.47 10.00  9.17  50 1010.3  25.3  25.3 999.0 99.0
