YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
97 11 09 04 286  6.7  8.5  1.56 12.50  6.33 171 1012.5  28.5  29.2 999.0 99.0
97 11 09 05 284  6.2  7.5  1.80 12.50  6.66 298 1013.4  28.4  29.2 999.0 99.0
97 11 09 06 295  5.9  7.0  1.72 11.11  6.70 316 1014.1  28.9  29.2 999.0 99.0
97 11 09 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 09 08 302  5.6  6.7 99.00 99.00 99.00 999 1014.9  28.4  29.2 999.0 99.0
97 11 09 09 288  4.7  5.6  1.71 16.67  6.78 204 1014.6  28.4  29.2 999.0 99.0
97 11 09 10 280  4.5  5.3  1.79 11.11  6.66 301 1014.4  28.4  29.2 999.0 99.0
97 11 09 11 318  6.8  8.6  1.73 14.29  6.55 230 1013.3  27.5  29.2 999.0 99.0
97 11 09 12 291  5.8  7.8  1.70 11.11  6.50 235 1012.7  27.8  29.2 999.0 99.0
97 11 09 13 306  7.7 10.4  1.59 12.50  6.19 282 1012.4  27.4  29.2 999.0 99.0
97 11 09 14 281  8.0  9.6  1.64 11.11  6.04 354 1011.8  26.8  29.2 999.0 99.0
97 11 09 15 293  8.9 10.4  1.63 11.11  5.53 243 1012.5  27.4  29.2 999.0 99.0
97 11 09 16 302  7.9  9.4  1.68 11.11  5.66 338 1013.2  27.8  29.2 999.0 99.0
97 11 09 17 295  7.4  9.0  1.74 11.11  5.88 330 1013.5  27.6  29.2 999.0 99.0
97 11 09 18 294  7.4  8.9  1.75 11.11  5.64 324 1014.4  27.7  29.2 999.0 99.0
97 11 09 19 302  7.5  8.8  1.75 11.11  5.85 333 1015.0  27.9  29.2 999.0 99.0
97 11 09 20 297  7.1  8.7  1.62 11.11  5.41 350 1014.9  28.1  29.2 999.0 99.0
97 11 09 21 297  5.5  6.7  1.82 11.11  6.03 313 1015.1  28.2  29.2 999.0 99.0
97 11 09 22 303  5.0  6.7  1.76 12.50  5.75 320 1014.6  28.1  29.1 999.0 99.0
97 11 09 23 276  4.4  5.2  1.73 11.11  6.10 295 1013.3  28.1  29.1 999.0 99.0
97 11 10 00 268  4.9  6.0  1.71 11.11  6.15 332 1012.6  28.4  29.0 999.0 99.0
97 11 10 01 247  4.3  5.4  1.63 16.67  6.32 210 1012.1  28.2  29.0 999.0 99.0
97 11 10 02 245  6.7  8.0  1.62 11.11  6.13 273 1011.8  26.1  29.0 999.0 99.0
97 11 10 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 10 04 227  9.5 11.2  1.63 11.11  6.00 323 1012.8  27.4  29.0 999.0 99.0
97 11 10 05 233 10.4 12.5  1.71 10.00  5.00 175 1014.2  26.1  29.0 999.0 99.0
97 11 10 06 225  8.8 10.6  1.84 11.11  5.32 320 1014.8  26.6  29.0 999.0 99.0
97 11 10 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 10 08 222  9.9 12.3  1.94 16.67  5.48 204 1015.0  27.2  29.0 999.0 99.0
97 11 10 09 232  9.5 11.5  2.08  5.26  5.52 241 1014.6  27.4  29.0 999.0 99.0
97 11 10 10 234 10.1 11.8  2.13  5.26  5.48 240 1013.4  27.4  29.0 999.0 99.0
97 11 10 11 235  9.2 11.3  2.29  5.88  5.49 255 1012.5  27.4  29.0 999.0 99.0
97 11 10 12 255  8.4 10.4  2.22  5.88  5.80 253 1011.8  27.4  29.0 999.0 99.0
97 11 10 13 250  7.4  8.8  2.17  5.56  5.68 258 1011.7  27.4  29.0 999.0 99.0
97 11 10 14 263  7.2  8.6  2.05  5.56  5.64 249 1011.9  27.6  29.0 999.0 99.0
97 11 10 15 265  7.7  9.1  1.93  5.56  5.63 261 1011.8  28.2  29.0 999.0 99.0
97 11 10 16 264  8.3 10.2  2.10 16.67  6.19 201 1012.7  28.3  29.0 999.0 99.0
97 11 10 17 267  7.9  9.2  1.92  5.88  5.45 235 1013.8  28.4  29.0 999.0 99.0
97 11 10 18 270  7.5  8.9  1.90 14.29  5.80 200 1014.8  28.4  29.0 999.0 99.0
97 11 10 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 10 20 279  7.7  9.0  1.84 14.29  5.78 200 1014.8  28.2  29.0 999.0 99.0
97 11 10 21 257  8.6 10.3  1.79 14.29  5.64 212 1013.5  28.3  29.0 999.0 99.0
97 11 10 22 252  6.6  8.0  1.77 14.29  5.83 211 1012.7  28.1  29.0 999.0 99.0
97 11 10 23 260  6.6  7.9 99.00 99.00 99.00 999 1011.8  28.2  29.0 999.0 99.0
97 11 11 00 257  5.6  6.5  1.61 14.29  5.89 196 1011.0  27.7  29.0 999.0 99.0
97 11 11 01 259  5.3  6.1  1.55 14.29  5.85 204 1010.4  28.1  29.0 999.0 99.0
97 11 11 02 245  4.5  5.3  1.59 14.29  6.42 207 1010.9  28.1  29.0 999.0 99.0
97 11 11 03 246  3.6  4.5  1.63 14.29  6.79 201 1011.1  28.2  29.0 999.0 99.0
97 11 11 04 258  3.5  4.3  1.64 14.29  6.78 201 1011.9  25.8  29.0 999.0 99.0
97 11 11 05 249  2.3  3.2  1.57 14.29  6.69 194 1012.7  27.3  29.0 999.0 99.0
97 11 11 06 262  3.0  3.6  1.56 14.29  6.77 188 1013.7  28.0  29.0 999.0 99.0
97 11 11 07 266  2.8  3.7  1.57 14.29  7.17 195 1014.2  28.2  29.0 999.0 99.0
97 11 11 08 269  1.7  2.3  1.51 14.29  7.10 188 1014.3  28.2  29.0 999.0 99.0
97 11 11 09 265  1.6  2.4  1.58 14.29  7.37 194 1014.3  28.2  29.0 999.0 99.0
97 11 11 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 11 11 220  4.4  5.8  1.59 14.29  7.51 192 1013.3  27.3  29.0 999.0 99.0
97 11 11 12 238  3.2  3.9  1.56 14.29  7.16 206 1012.0  27.3  29.0 999.0 99.0
97 11 11 13 261  2.7  3.4  1.69 14.29  7.94 211 1011.8  27.6  29.0 999.0 99.0
97 11 11 14 254  2.5  3.2  1.67 14.29  8.19 197 1011.8  27.7  29.0 999.0 99.0
97 11 11 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 11 16 287  2.2  2.9  1.56 14.29  7.79 203 1012.7  27.4  29.0 999.0 99.0
97 11 11 17 303  1.1  1.8  1.62 14.29  8.46 200 1014.0  27.6  29.0 999.0 99.0
97 11 11 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 11 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 11 20 242  3.7  4.6  1.55 12.50  8.15 268 1014.4  28.2  29.0 999.0 99.0
97 11 11 21 259  1.9  2.7  1.60 14.29  8.76 197 1014.2  28.2  29.2 999.0 99.0
97 11 11 22 288  1.0  2.3  1.37 14.29  7.84 192 1013.3  28.2  29.7 999.0 99.0
97 11 11 23 304  2.9  5.8  1.61 14.29  8.60 193 1012.4  27.5  29.8 999.0 99.0
97 11 12 00 236  2.7  5.4  1.48 12.50  7.71 261 1011.6  28.0  29.8 999.0 99.0
97 11 12 01 329   .9  1.5  1.48 14.29  8.09 192 1011.1  26.8  29.7 999.0 99.0
97 11 12 02 228  2.9  3.6  1.50 12.50  8.21 263 1011.0  27.6  29.3 999.0 99.0
97 11 12 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 12 04 228  1.1  1.5  1.49 14.29  8.67 226 1011.8  27.6  29.2 999.0 99.0
97 11 12 05 207  2.3  3.0  1.48 14.29  8.64 204 1012.5  27.7  29.2 999.0 99.0
97 11 12 06 192  3.1  4.0  1.55 12.50  8.84 225 1013.3  27.7  29.2 999.0 99.0
97 11 12 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 12 08 217  3.3  4.2  1.40 12.50  8.85 283 1014.1  28.2  29.2 999.0 99.0
97 11 12 09 227  3.1  3.9  1.34 12.50  8.35 273 1014.1  28.2  29.2 999.0 99.0
97 11 12 10 222  3.7  4.4  1.32 12.50  8.45 282 1013.6  28.2  29.2 999.0 99.0
97 11 12 11 227  4.4  5.5  1.35 12.50  8.76 283 1012.9  28.2  29.0 999.0 99.0
97 11 12 12 220  3.3  4.2  1.34 12.50  8.49 248 1012.4  28.2  29.0 999.0 99.0
97 11 12 13 237  4.1  5.1  1.37 12.50  8.30 220 1011.8  28.2  29.0 999.0 99.0
97 11 12 14 224  4.4  5.9  1.46 12.50  8.78 250 1011.9  28.1  29.0 999.0 99.0
97 11 12 15 222  4.5  5.5  1.49 12.50  8.53 260 1011.9  28.1  29.0 999.0 99.0
97 11 12 16 220  3.8  4.9  1.32 12.50  7.85 249 1012.6  28.1  29.0 999.0 99.0
97 11 12 17 231  3.9  5.0  1.22 11.11  7.83 265 1013.3  28.4  29.0 999.0 99.0
97 11 12 18 228  3.4  4.5  1.24 11.11  7.80 334 1014.0  28.4  29.0 999.0 99.0
97 11 12 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 12 20 208  2.4  3.1  1.48 12.50  8.85 241 1014.7  28.9  29.2 999.0 99.0
97 11 12 21 215  2.9  3.6  1.26 12.50  8.30 240 1014.3  28.9  29.6 999.0 99.0
97 11 12 22 215  2.2  3.0  1.23 12.50  8.03 289 1013.5  28.9  29.7 999.0 99.0
97 11 12 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 13 00 212  2.8  3.6  1.32 12.50  8.37 306 1011.7  29.2  30.0 999.0 99.0
97 11 13 01 217  3.5  4.9  1.21 11.11  8.07 327 1011.0  29.2  29.9 999.0 99.0
97 11 13 02 222  3.2  4.0  1.39 12.50  8.66 239 1010.5  29.2  29.9 999.0 99.0
97 11 13 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 13 04 209  1.8  2.7  1.31 12.50  8.45 245 1011.7  29.2  29.8 999.0 99.0
97 11 13 05 140  2.4  3.4  1.26 12.50  8.21 283 1011.9  28.1  29.7 999.0 99.0
97 11 13 06 109  3.7  5.7  1.30 11.11  8.54 310 1012.5  27.9  29.7 999.0 99.0
97 11 13 07 107  3.2  4.1 99.00 99.00 99.00 999 1013.2  26.6  29.4 999.0 99.0
97 11 13 08 111  1.8  2.7  1.24 12.50  8.62 230 1013.5  27.4  29.2 999.0 99.0
97 11 13 09 105  1.0  1.8  1.16 12.50  8.61 297 1014.0  27.6  29.2 999.0 99.0
97 11 13 10 102   .6  1.3  1.16 11.11  8.41   0 1013.4  27.7  29.2 999.0 99.0
97 11 13 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 13 12 160   .7  1.6  1.29 12.50  9.13 249 1011.9  27.6  29.2 999.0 99.0
97 11 13 13 185  1.0  1.9  1.25 11.11  8.49 309 1011.2  27.6  29.2 999.0 99.0
97 11 13 14  70  3.0  3.9  1.38 12.50  8.98 284 1011.1  27.4  29.2 999.0 99.0
97 11 13 15  62  1.3  2.0  1.35 12.50  9.28 333 1011.3  27.4  29.2 999.0 99.0
97 11 13 16  50  1.6  2.1  1.34 11.11  9.28 314 1011.9  27.4  29.2 999.0 99.0
97 11 13 17  92  5.1  6.2  1.34 11.11  8.56 341 1012.4  26.2  29.0 999.0 99.0
97 11 13 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 13 19  21   .6  1.7  1.34 12.50  9.30 342 1013.3  28.4  29.2 999.0 99.0
97 11 13 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 13 21  67  1.7 99.0  1.38 16.67 10.12 310 1012.5  28.5  29.7 999.0 99.0
97 11 13 22  64   .7  1.5  1.55 16.67 10.61 327 1011.8  28.9  30.0 999.0 99.0
97 11 13 23  89  1.5  2.3  1.37 16.67 10.12 320 1011.0  29.0  30.0 999.0 99.0
97 11 14 00  82   .3  1.0  1.50 16.67 10.47 318 1009.8  29.8  30.7 999.0 99.0
97 11 14 01  55  1.2  1.8  1.44 16.67 10.04 330 1009.1  29.2  30.7 999.0 99.0
97 11 14 02  71  1.3  2.1  1.36 16.67  9.93 336 1008.9  29.2  30.5 999.0 99.0
97 11 14 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 14 04  71  1.7  2.4  1.49 16.67 10.38 329 1009.5  28.8  30.0 999.0 99.0
97 11 14 05  97  1.5  2.3  1.27 16.67  9.56 276 1010.2  28.5  30.0 999.0 99.0
97 11 14 06  82  1.8  2.6  1.44 16.67 10.10 312 1010.7  28.5  29.7 999.0 99.0
97 11 14 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 14 08  41  1.9  3.2  1.46 16.67 10.34 289 1011.6  28.5  29.8 999.0 99.0
97 11 14 09  60  2.3  3.0  1.55 16.67 10.58 315 1011.2  28.4  29.2 999.0 99.0
97 11 14 10  35  2.1  2.8  1.48 16.67 10.45 320 1011.1  28.4  29.2 999.0 99.0
97 11 14 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 14 12  10  2.4  3.9  1.47 14.29 10.32 293 1010.0  28.3  29.2 999.0 99.0
97 11 14 13  64  2.5  3.0  1.56 16.67  9.99 306 1009.4  28.2  29.2 999.0 99.0
97 11 14 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 14 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 14 16 339  1.3  2.4  1.51 14.29  9.84 282 1010.2  28.2  29.2 999.0 99.0
97 11 14 17 344  1.7  3.2 99.00 99.00 99.00 999 1010.6  28.4  29.2 999.0 99.0
97 11 14 18   4  2.6  3.6  1.59 14.29 10.35 278 1011.3  28.4  29.2 999.0 99.0
97 11 14 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 14 20 327  2.8  3.6  1.66 14.29 10.22 309 1011.6  28.4  29.2 999.0 99.0
97 11 14 21 335  2.2  3.2  1.49 14.29  9.85 260 1011.2  28.4  29.3 999.0 99.0
97 11 14 22 345  1.5  2.2  1.63 14.29 10.28 248 1010.4  28.4  29.8 999.0 99.0
97 11 14 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 15 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 15 01 291  1.4  2.5  1.66 14.29  9.77 227 1008.0  29.2  30.7 999.0 99.0
97 11 15 02 301  1.3  2.2  1.60 14.29  9.56 210 1007.6  29.7  30.5 999.0 99.0
97 11 15 03 303  1.1  2.5  1.79 14.29  9.97 256 1007.8  29.7  30.5 999.0 99.0
97 11 15 04 273   .7  1.3  1.62 14.29  9.52 263 1008.0  29.2  30.0 999.0 99.0
97 11 15 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 15 06 340   .9  1.9  1.47 14.29  8.92 286 1009.5  28.5  29.9 999.0 99.0
97 11 15 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 15 08 180   .0   .2  1.64 14.29  9.12 242 1011.0  28.4  29.7 999.0 99.0
97 11 15 09  62  4.0  5.5  1.79 14.29  9.69 231 1010.7  27.5  29.7 999.0 99.0
97 11 15 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 15 11 217   .7  1.7  1.81 14.29  9.71 237 1010.0  26.7  29.2 999.0 99.0
97 11 15 12 275   .1   .7  1.58 14.29  9.08 203 1009.2  26.8  29.0 999.0 99.0
97 11 15 13 330  1.5  2.5  1.82 14.29  9.66 228 1008.8  26.9  29.3 999.0 99.0
97 11 15 14 329  1.8  2.4  1.67 14.29  9.43 225 1008.7  26.9  29.2 999.0 99.0
97 11 15 15 329  2.3  3.7  1.63 14.29  9.48 233 1008.8  27.4  29.0 999.0 99.0
97 11 15 16 341  2.0  2.9  1.61 14.29  9.36 220 1009.4  27.4  29.2 999.0 99.0
97 11 15 17  20  2.3  3.4  1.64 14.29  9.81 238 1010.0  27.7  29.2 999.0 99.0
97 11 15 18 352  2.3  3.4  1.59 14.29  9.44 268 1010.7  28.1  29.2 999.0 99.0
97 11 15 19 339   .9  2.5  1.84 14.29 10.22 235 1010.9  28.2  29.6 999.0 99.0
97 11 15 20  23  2.0  2.8  1.74 14.29  9.69 246 1010.9  28.2  29.2 999.0 99.0
97 11 15 21  50  2.5  3.6  1.64 14.29  9.30 210 1010.4  28.5  29.7 999.0 99.0
97 11 15 22  52  1.7  2.6  2.06 14.29 10.18 225 1009.5  28.4  29.9 999.0 99.0
97 11 15 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 16 00  22  1.9  2.8  1.62 12.50  8.92 265 1008.0  28.5  30.0 999.0 99.0
97 11 16 01 360  4.5  6.2  1.64 14.29  8.77 231 1007.2  27.7  29.8 999.0 99.0
97 11 16 02 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 16 03 999 99.0 99.0 99.00 99.00 99.00 999 1007.2  28.4 999.0 999.0 99.0
97 11 16 04  36  3.1  4.1  1.62 14.29  8.91 228 1007.9  28.4  29.7 999.0 99.0
97 11 16 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 16 06  44  3.4  4.4  1.77 12.50  9.42 258 1009.6  28.4  29.7 999.0 99.0
97 11 16 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 16 08 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 16 09  26  4.4  5.8  1.88 12.50  8.71 245 1010.2  28.4  29.2 999.0 99.0
97 11 16 10  39  3.8  4.6  1.59 14.29  8.26 228 1010.0  28.4  29.2 999.0 99.0
97 11 16 11  68  5.9  7.4  1.60 14.29  8.11 220 1009.1  28.2  29.2 999.0 99.0
97 11 16 12  27  4.8  5.9  1.73 14.29  7.73 224 1008.6  27.4  29.2 999.0 99.0
97 11 16 13  81  5.1  6.6  1.81 11.11  7.94 227 1008.0  27.6  29.2 999.0 99.0
97 11 16 14  65  3.9  5.4  1.67 12.50  7.14 235 1007.8  26.7  29.2 999.0 99.0
97 11 16 15  69  3.9  5.0  1.85 12.50  7.88 219 1008.6  27.4  29.2 999.0 99.0
97 11 16 16  69  4.7  6.3  1.93 14.29  7.78 296 1008.8  27.1  29.2 999.0 99.0
97 11 16 17 999 99.0 99.0  1.85 12.50  7.45 266 1009.2  27.7  29.2 999.0 99.0
97 11 16 18  79  2.5  3.5  1.84 12.50  7.50 237 1009.7  27.7  29.2 999.0 99.0
97 11 16 19  68  2.1  2.8  1.86 12.50  8.00 227 1010.0  28.4  29.2 999.0 99.0
97 11 16 20  61  3.4  4.3  1.90 12.50  7.88 242 1010.1  28.4  29.2 999.0 99.0
97 11 16 21  67  3.2  4.3  1.68 12.50  7.55 249 1009.6  28.4  29.2 999.0 99.0
97 11 16 22  65  2.7  3.6  1.88 12.50  7.97 248 1008.9  28.4  29.7 999.0 99.0
97 11 16 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 17 00 104  4.0  6.3  1.75 12.50  7.77 228 1007.3  27.5  29.7 999.0 99.0
97 11 17 01  56  3.2  4.2  1.83 12.50  7.54 224 1006.5  27.1  29.7 999.0 99.0
97 11 17 02  59  2.9  4.2  1.70 12.50  7.71 289 1006.4  28.2  29.7 999.0 99.0
97 11 17 03  69  3.4  4.3  1.80 12.50  7.54 254 1007.0  28.2  29.7 999.0 99.0
97 11 17 04  64  3.5  4.7  1.74 12.50  7.57 236 1007.4  28.4  29.7 999.0 99.0
97 11 17 05  57  3.3  4.3  1.81 11.11  7.64 216 1008.0  28.4  29.2 999.0 99.0
97 11 17 06  57  3.5  4.2  1.91 12.50  7.87 247 1008.9  28.5  29.2 999.0 99.0
97 11 17 07  68  3.1  3.7  1.76 12.50  7.83 284 1009.6  28.5  29.2 999.0 99.0
97 11 17 08  87  3.1  3.9  1.99 12.50  8.22 291 1010.2  28.4  29.2 999.0 99.0
97 11 17 09  99  2.7  3.7  1.59 12.50  7.85 295 1010.1  28.4  29.2 999.0 99.0
97 11 17 10  90  2.3  2.9  1.80  9.09  8.10 167 1009.6  28.4  29.2 999.0 99.0
97 11 17 11 102  1.7  2.3  1.71  8.33  8.07 150 1009.4  28.4  29.2 999.0 99.0
97 11 17 12  95   .9  2.0  1.87 12.50  8.22 248 1008.7  28.2  29.2 999.0 99.0
97 11 17 13  75   .9  1.8  1.86 12.50  8.38 232 1008.0  28.2  29.2 999.0 99.0
97 11 17 14  27   .8  1.4  1.75  9.09  8.03 160 1008.0  28.2  29.2 999.0 99.0
97 11 17 15 149  1.5  2.4  1.91 12.50  8.10 221 1008.6  27.7  29.2 999.0 99.0
97 11 17 16 114  3.3  3.9  1.79 12.50  8.12 251 1008.8  27.9  29.2 999.0 99.0
97 11 17 17  80  1.5  2.2  1.66 12.50  8.09 207 1009.5  28.4  29.2 999.0 99.0
97 11 17 18  32  1.3  1.9  1.82 11.11  8.36 197 1010.3  29.0  29.2 999.0 99.0
97 11 17 19  35  1.4  2.1  1.86 11.11  8.20 212 1010.3  29.2  29.2 999.0 99.0
97 11 17 20  49   .4  1.4  1.98 11.11  8.45 275 1010.4  29.7  29.7 999.0 99.0
97 11 17 21  43  1.4  2.5  2.01 10.00  8.24 148 1010.2  29.2  30.0 999.0 99.0
97 11 17 22 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 17 23 129   .2  1.0  1.97 10.00  8.50 165 1008.8  30.2  30.6 999.0 99.0
97 11 18 00 270   .5  1.6  2.13 10.00  8.31 146 1008.0  30.5  31.0 999.0 99.0
97 11 18 01 279   .5  1.2  1.99 10.00  8.23 142 1007.2  30.5 999.0 999.0 99.0
97 11 18 02 235   .3  1.1  1.88 10.00  7.97 160 1007.1  30.5  32.2 999.0 99.0
97 11 18 03 284  1.4  2.5  2.03  9.09  8.24 139 1007.3  30.0  32.0 999.0 99.0
97 11 18 04 301   .9  1.6  1.90  9.09  8.24 134 1008.1  29.7  31.4 999.0 99.0
97 11 18 05 247  1.2  2.1  2.27  9.09  8.43 139 1008.9  29.1  30.5 999.0 99.0
97 11 18 06 245  1.7  2.9  1.96  9.09  8.13 141 1009.5  29.0  30.6 999.0 99.0
97 11 18 07 300   .9  1.5  2.04  9.09  8.15 142 1010.2  29.0  30.5 999.0 99.0
97 11 18 08 316   .8  1.7  2.17  9.09  8.48 141 1010.5  28.9  30.0 999.0 99.0
97 11 18 09 328   .9  1.6  1.90  9.09  8.44 123 1010.3  28.9  29.9 999.0 99.0
97 11 18 10 287   .6  1.3  1.90 10.00  8.14 145 1010.1  28.5  29.8 999.0 99.0
97 11 18 11 342  1.0  1.7  2.00  9.09  8.39 137 1009.5  28.5  29.9 999.0 99.0
97 11 18 12 360  1.2  2.0  2.15  9.09  8.83 135 1008.8  28.4  29.8 999.0 99.0
97 11 18 13 347   .9  1.9  2.00 10.00  8.66 132 1008.5  28.4  29.7 999.0 99.0
97 11 18 14 360  1.3  3.1  2.21  9.09  8.84 125 1008.3  28.4  29.7 999.0 99.0
97 11 18 15 358  1.4  2.1  1.97  9.09  8.33 130 1008.5  28.4  29.2 999.0 99.0
97 11 18 16 258   .3  1.2  1.87 10.00  8.41 105 1009.3  28.2  29.2 999.0 99.0
97 11 18 17 313  1.4  2.2  2.11  9.09  8.71 127 1009.5  28.2  29.2 999.0 99.0
97 11 18 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 18 19 343  3.3  4.2  2.17  9.09  8.71 125 1010.7  28.4  29.2 999.0 99.0
97 11 18 20 328  2.3  3.3  2.14  9.09  8.46 126 1010.7  28.5  29.7 999.0 99.0
97 11 18 21 332  2.5  3.5  2.16  9.09  8.56 121 1010.2  28.9  29.8 999.0 99.0
97 11 18 22 340  3.2  4.3  2.05  9.09  8.52 131 1009.5  28.9  29.9 999.0 99.0
97 11 18 23   8  3.2  4.6  2.01  9.09  8.74 102 1009.2  29.0  29.9 999.0 99.0
97 11 19 00 348  2.9  4.2  2.29  9.09  9.07 126 1008.6  29.0  30.0 999.0 99.0
97 11 19 01 349  3.2  4.6  2.00  9.09  8.55 118 1008.0  29.2  30.0 999.0 99.0
97 11 19 02 339  4.5  5.6  2.05 10.00  8.96 144 1007.9  28.9  29.9 999.0 99.0
97 11 19 03 341  4.4  5.6  2.14  9.09  8.64 116 1008.0  28.5  29.7 999.0 99.0
97 11 19 04 338  3.5  4.7  2.37  9.09  8.56 125 1008.2  28.4  29.7 999.0 99.0
97 11 19 05 335  2.8  3.8  2.17  9.09  8.31 117 1008.7  28.4  29.7 999.0 99.0
97 11 19 06 352  3.1  4.2  2.24 14.29  8.78  15 1009.4  28.4  29.2 999.0 99.0
97 11 19 07 360  2.7  4.2  2.15 14.29  9.04 358 1009.8  28.5  29.2 999.0 99.0
97 11 19 08  26  2.9  4.1  2.17 14.29  9.08   1 1009.9  28.5  29.2 999.0 99.0
97 11 19 09   4  2.2  3.1  2.33 16.67  9.23   4 1010.1  28.5  29.2 999.0 99.0
97 11 19 10   6  1.8  2.7  2.10  9.09  8.98 122 1009.5  28.5  29.2 999.0 99.0
97 11 19 11 356  2.3  3.2  2.08 14.29  9.03   5 1008.5  28.4  29.2 999.0 99.0
97 11 19 12   2  2.3  3.5  2.02  9.09  9.06 121 1008.0  28.4  29.2 999.0 99.0
97 11 19 13 360  2.4  4.0  2.06 14.29  9.06 356 1007.5  28.4  29.2 999.0 99.0
97 11 19 14  25  2.0  3.0  2.10 14.29  9.16 357 1007.3  28.4  29.2 999.0 99.0
97 11 19 15  11  1.9  2.8  2.23 14.29  9.14 356 1007.8  28.3  29.2 999.0 99.0
97 11 19 16  11  1.8  2.8  2.24 14.29  9.50 352 1008.3  28.2  29.2 999.0 99.0
97 11 19 17   8  1.8  2.6  2.30 14.29  9.07 342 1008.9  28.5  29.2 999.0 99.0
97 11 19 18  75  1.4  2.3  2.28 14.29  9.17 355 1010.1  29.1  29.2 999.0 99.0
97 11 19 19 336  2.3  3.3  2.31 14.29  9.18 347 1010.3  28.1  29.4 999.0 99.0
97 11 19 20  25  2.5  4.0  2.19 14.29  9.11 357 1010.2  28.9  29.7 999.0 99.0
97 11 19 21  38  2.3  3.6  2.33 14.29  9.69 354 1010.1  29.2  29.9 999.0 99.0
97 11 19 22  39  2.5  3.4  2.26 14.29  9.36 346 1009.5  29.2  29.9 999.0 99.0
97 11 19 23  50  1.9  3.2  2.18 14.29  9.27 343 1008.9  29.2  30.5 999.0 99.0
97 11 20 00  36  1.6  2.7  2.22 14.29  9.40 345 1008.1  29.2  30.6 999.0 99.0
97 11 20 01  58  1.6  2.6  2.09  9.09  9.26  91 1007.8  29.3  30.7 999.0 99.0
97 11 20 02  58   .6  1.4  2.37  9.09  9.21 114 1007.8  29.2  30.6 999.0 99.0
