YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
97 11 20 03 357  1.6  2.6  2.03 10.00  9.01  78 1007.4  29.2  30.7 999.0 99.0
97 11 20 04   6  1.5  2.6  2.18 14.29  9.48 346 1008.2  29.7  30.5 999.0 99.0
97 11 20 05 315  1.0  1.8  2.21 14.29  9.06 341 1008.8  29.0  30.0 999.0 99.0
97 11 20 06 349  1.0  2.1  2.32  9.09  8.85  99 1009.3  29.0  30.0 999.0 99.0
97 11 20 07 319   .6  1.3  2.11 12.50  8.74   6 1009.6  28.9  30.0 999.0 99.0
97 11 20 08 301   .3  1.0  2.11  9.09  9.08 105 1010.1  28.9  29.8 999.0 99.0
97 11 20 09 317   .8  1.6  2.20 10.00  9.10 106 1010.2  28.9  29.8 999.0 99.0
97 11 20 10 358   .1   .7  2.10 14.29  9.25 338 1010.1  28.5  29.7 999.0 99.0
97 11 20 11 345   .8  2.0  2.07  9.09  9.21  92 1009.5  28.5  29.7 999.0 99.0
97 11 20 12 346  2.0  3.4  2.03  9.09  9.23  81 1009.1  28.4  29.7 999.0 99.0
97 11 20 13  39  1.4  2.7  2.31 10.00  9.39  96 1008.7  28.4  29.2 999.0 99.0
97 11 20 14 204  6.1  7.6  2.23  9.09  9.19 117 1008.6  26.4  29.2 999.0 99.0
97 11 20 15 289  5.4  6.9  2.06 10.00  8.95 101 1009.1  26.0  29.2 999.0 99.0
97 11 20 16 277  3.1  4.3  2.10  9.09  9.41 111 1009.1  25.8  29.2 999.0 99.0
97 11 20 17 258  1.8  2.6  2.04 12.50  9.25 355 1009.5  27.4  29.2 999.0 99.0
97 11 20 18 321  1.7  2.6  2.05  9.09  8.86 113 1010.3  28.1  29.2 999.0 99.0
97 11 20 19 276  1.6  2.4  2.22 10.00  8.87  99 1010.6  28.2  29.0 999.0 99.0
97 11 20 20 225  1.0  1.8  2.07  9.09  8.73  98 1010.6  28.5  29.7 999.0 99.0
97 11 20 21 289  1.3  2.1  1.95  9.09  8.79 129 1010.3  29.0  30.3 999.0 99.0
97 11 20 22 316   .6  1.4  1.98  9.09  8.76 120 1009.6  29.2  31.3 999.0 99.0
97 11 20 23 310   .9  1.7  1.95 10.00  9.00 109 1008.8  29.7  32.0 999.0 99.0
97 11 21 00 338  1.5  2.5  2.01 14.29  9.31 336 1008.0  29.7  31.7 999.0 99.0
97 11 21 01 291  1.5  2.7  2.06 12.50  9.25 355 1007.3  29.8  31.6 999.0 99.0
97 11 21 02 316  3.4  4.8  1.95  9.09  9.12  94 1007.3  29.7  31.3 999.0 99.0
97 11 21 03 291  2.2  3.3  1.95  9.09  8.49 106 1007.7  29.7  30.5 999.0 99.0
97 11 21 04 354  2.0  3.0  2.00  9.09  9.05  97 1008.1  29.7  30.5 999.0 99.0
97 11 21 05 332  1.7  2.9  1.88  9.09  8.90  89 1008.8  29.2  29.9 999.0 99.0
97 11 21 06 360  2.0  2.8  1.86  9.09  8.57  92 1009.6  29.2  30.0 999.0 99.0
97 11 21 07 345  1.6  2.6  1.88 10.00  8.71  72 1010.3  29.2  29.8 999.0 99.0
97 11 21 08 358  1.8  2.9  2.05 14.29  8.84 340 1010.5  29.2  29.7 999.0 99.0
97 11 21 09  16  2.0  2.8  1.96 14.29  8.98 324 1011.0  29.2  29.7 999.0 99.0
97 11 21 10 360  1.8  2.8  2.01 10.00  8.71 112 1010.2  29.2  29.6 999.0 99.0
97 11 21 11 350  2.4  3.2  2.08  9.09  8.67 101 1009.5  29.0  29.6 999.0 99.0
97 11 21 12 347   .6  1.5  1.93 12.50  8.99 352 1008.7  28.3  29.7 999.0 99.0
97 11 21 13 358  2.7  3.8  1.92  9.09  8.70  92 1008.1  28.5  29.3 999.0 99.0
97 11 21 14   4  3.7  4.9  1.88  9.09  8.78  98 1008.0  28.5  29.2 999.0 99.0
97 11 21 15 358  2.7  3.8  2.13 12.50  9.05 347 1008.2  28.4  29.2 999.0 99.0
97 11 21 16   4  3.5  5.5  1.71  9.09  8.35  91 1008.8  28.6  29.2 999.0 99.0
97 11 21 17   6  3.8  5.1  2.01  9.09  8.63  97 1009.3  28.2  29.2 999.0 99.0
97 11 21 18  25  3.7  4.8  2.10  9.09  8.62  97 1010.1  28.9  29.2 999.0 99.0
97 11 21 19  17  3.5  4.5 99.00 99.00 99.00 999 1010.5  29.2  29.2 999.0 99.0
97 11 21 20  21  3.9  4.9  2.00 10.00  8.57  92 1010.4  29.2  29.2 999.0 99.0
97 11 21 21  11  4.4  5.4  1.92 12.50  8.46 334 1010.1  29.2  29.7 999.0 99.0
97 11 21 22  13  4.0  4.8  1.98 12.50  8.57 332 1009.2  29.1  29.7 999.0 99.0
97 11 21 23  24  4.5  5.1  1.88  9.09  8.56 102 1008.3  29.2  29.7 999.0 99.0
97 11 22 00   7  3.5  4.7  1.94 10.00  8.75  83 1007.4  29.2  29.7 999.0 99.0
97 11 22 01 343  3.5  4.4  1.84 10.00  8.32  87 1007.1  29.0  29.7 999.0 99.0
97 11 22 02 345  4.1  5.2  1.92 10.00  8.66  79 1006.8  29.1  29.7 999.0 99.0
97 11 22 03   4  4.1  5.2  1.82  9.09  8.23  82 1007.1  29.2  29.7 999.0 99.0
97 11 22 04 357  4.4  5.6  2.04 10.00  8.46  61 1007.4  29.2  29.7 999.0 99.0
97 11 22 05 347  4.5  5.6  2.05  9.09  8.54  88 1008.4  29.2  29.7 999.0 99.0
97 11 22 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 22 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 22 08 344  4.0  5.3  1.78 12.50  8.12 335 1009.6  29.0  29.7 999.0 99.0
97 11 22 09 343  3.9  5.1  1.93 10.00  7.84  87 1009.5  29.0  29.2 999.0 99.0
97 11 22 10 345  3.8  4.7  1.88 10.00  7.84  66 1008.8  29.0  29.2 999.0 99.0
97 11 22 11 336  4.6  5.5  1.82 10.00  7.73  83 1008.0  28.9  29.2 999.0 99.0
97 11 22 12 350  4.3  5.2  1.83 10.00  7.86  67 1007.7  28.9  29.2 999.0 99.0
97 11 22 13 335  4.4  5.6  1.77 10.00  7.98  74 1007.2  28.9  29.2 999.0 99.0
97 11 22 14 335  3.9  4.8  1.67 10.00  7.65  53 1007.2  28.5  29.2 999.0 99.0
97 11 22 15 337  4.6  5.6  1.95 10.00  8.00  72 1007.8  28.5  29.2 999.0 99.0
97 11 22 16 319  4.4  5.2  1.91 10.00  7.51  56 1008.4  27.6  29.2 999.0 99.0
97 11 22 17 316  3.4  4.1  1.75 10.00  7.78  75 1009.4  28.2  29.2 999.0 99.0
97 11 22 18   2  4.6  6.2  1.84 10.00  7.88  60 1010.1  28.6  29.2 999.0 99.0
97 11 22 19 347  2.9  4.1  1.61 10.00  6.96  68 1010.2  29.2  29.2 999.0 99.0
97 11 22 20 322  3.7  4.6  1.67  9.09  7.07  96 1009.9  29.0  29.2 999.0 99.0
97 11 22 21 345  3.0  4.0 99.00 99.00 99.00 999 1009.1  29.0  29.7 999.0 99.0
97 11 22 22 350  2.4  3.2  1.73 10.00  7.62  57 1008.6  28.4  29.7 999.0 99.0
97 11 22 23 352  2.4  3.5  1.75 10.00  7.63  74 1007.4  29.2  29.8 999.0 99.0
97 11 23 00  34  2.9  4.1  1.73 10.00  7.56  77 1006.3  29.2  29.9 999.0 99.0
97 11 23 01  24  3.1  3.9  1.65 10.00  7.52  72 1005.6  29.2  29.9 999.0 99.0
97 11 23 02  17  3.5  4.5  1.74 10.00  7.59  59 1005.9  29.2  29.7 999.0 99.0
97 11 23 03  11  3.6  4.8  1.60 10.00  7.29  73 1006.3  29.2  29.7 999.0 99.0
97 11 23 04  17  3.0  4.1  1.86 10.00  7.71  49 1007.2  29.2  29.7 999.0 99.0
97 11 23 05  46  3.0  4.7  1.72 10.00  7.68  81 1008.0  29.0  29.7 999.0 99.0
97 11 23 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 23 07  24   .9  1.9  1.59 10.00  7.52  83 1009.5  28.4  29.4 999.0 99.0
97 11 23 08 307  2.6  4.2  1.77 10.00  7.56  81 1009.6  28.2  29.2 999.0 99.0
97 11 23 09 236  2.2  4.5  1.70 10.00  7.49  96 1009.4  26.9  29.2 999.0 99.0
97 11 23 10 102   .8  2.3  1.71 10.00  7.56  87 1008.9  27.3  29.2 999.0 99.0
97 11 23 11  16   .3  1.7  1.49 10.00  7.51  75 1008.1  26.6  29.2 999.0 99.0
97 11 23 12  24  1.8  2.5  1.74 10.00  7.66  81 1007.7  26.6  29.2 999.0 99.0
97 11 23 13  65  3.3  4.3  1.68 10.00  7.72  67 1007.0  27.4  29.2 999.0 99.0
97 11 23 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 23 15  31  2.5  3.1  1.56 10.00  7.59  98 1007.5  27.7  29.2 999.0 99.0
97 11 23 16   5  3.6  4.4  1.53  9.09  6.99  99 1008.6  28.1  29.2 999.0 99.0
97 11 23 17  28  3.5  4.5  1.47  9.09  7.07  96 1008.7  28.4  29.2 999.0 99.0
97 11 23 18  48  4.0  5.1  1.59 10.00  7.52  91 1008.7  29.0  29.2 999.0 99.0
97 11 23 19  66  4.2  5.2  1.45 10.00  7.16  80 1009.3  28.9  29.2 999.0 99.0
97 11 23 20  54  2.9  3.8  1.59 10.00  7.20  98 1009.5  28.9  29.2 999.0 99.0
97 11 23 21  40  3.7  5.7  1.72 10.00  7.42  89 1008.8  29.0  29.7 999.0 99.0
97 11 23 22  45  3.4  4.7  1.62 10.00  7.01  93 1008.3  28.4  29.7 999.0 99.0
97 11 23 23  29  1.5  2.3  1.50  9.09  6.73  83 1007.3  28.5  29.7 999.0 99.0
97 11 24 00  89  4.1  5.1  1.58 10.00  6.89  88 1006.5  28.5  29.8 999.0 99.0
97 11 24 01  93  4.5  5.2  1.63 10.00  6.97  84 1006.3  28.9  29.7 999.0 99.0
97 11 24 02  91  3.8  4.9  1.61 10.00  7.11  92 1006.4  29.0  29.7 999.0 99.0
97 11 24 03  99  4.2  4.9  1.55  9.09  7.03  96 1006.5  29.0  29.7 999.0 99.0
97 11 24 04  90  3.0  3.7  1.50  9.09  6.92  83 1007.2  29.0  29.7 999.0 99.0
97 11 24 05 107  4.1  5.1  1.57  9.09  7.19  75 1007.8  28.9  29.7 999.0 99.0
97 11 24 06 130  2.8  3.7  1.50  9.09  6.95 103 1008.0  28.0  29.7 999.0 99.0
97 11 24 07 121  4.0  4.9  1.63 10.00  7.27  90 1008.6  28.9  29.7 999.0 99.0
97 11 24 08 111  5.2  6.1  1.69  9.09  7.03  89 1008.6  28.4  29.2 999.0 99.0
97 11 24 09 107  4.9  5.9  1.62 10.00  7.14 100 1008.6  28.5  29.2 999.0 99.0
97 11 24 10 106  5.0  6.5  1.61  9.09  7.00  91 1008.6  27.7  29.2 999.0 99.0
97 11 24 11 137  2.8  4.5  1.57  9.09  7.03  88 1008.0  27.5  29.2 999.0 99.0
97 11 24 12 146  7.0  8.4  1.65  9.09  7.00  87 1006.6  27.4  29.2 999.0 99.0
97 11 24 13 130  4.5  5.4  1.51  9.09  6.54  89 1006.3  27.6  29.2 999.0 99.0
97 11 24 14 151  4.6  5.8  1.72 10.00  7.09 106 1006.4  28.1  29.2 999.0 99.0
97 11 24 15 149  4.1  5.2  1.65  9.09  7.20  75 1006.5  28.2  29.2 999.0 99.0
97 11 24 16 123  4.2  5.6  1.51  9.09  7.13  89 1007.3  28.4  29.2 999.0 99.0
97 11 24 17 156  7.7  9.7  1.68 14.29  6.83 343 1007.9  25.6  29.2 999.0 99.0
97 11 24 18 100  3.7  4.8  1.74  9.09  7.22  90 1009.4  26.6  29.2 999.0 99.0
97 11 24 19 104  5.7  6.9  1.86  9.09  7.14  79 1008.9  28.2  29.2 999.0 99.0
97 11 24 20 100  5.2  6.2  1.79  9.09  6.98  93 1009.4  28.4  29.2 999.0 99.0
97 11 24 21  91  3.6  4.9  1.77  9.09  6.94 103 1009.0  28.6  29.2 999.0 99.0
97 11 24 22  21  3.8  4.7  1.73 11.11  6.86  55 1008.5  26.5  29.2 999.0 99.0
97 11 24 23  20  3.7  4.8  1.90  9.09  7.25  94 1007.7  27.6  29.2 999.0 99.0
97 11 25 00   7  4.8  6.0  1.87 12.50  7.27 351 1006.5  27.0  29.2 999.0 99.0
97 11 25 01  59  5.7  7.2  1.92 12.50  6.96   2 1006.7  26.0  29.2 999.0 99.0
97 11 25 02 192  7.0  8.7  1.92  9.09  6.81  87 1008.1  25.3  29.2 999.0 99.0
97 11 25 03 138  2.3  3.1  1.90 12.50  6.71 349 1008.8  25.0  29.1 999.0 99.0
97 11 25 04 164  3.3  4.6  1.84 10.00  7.07  82 1009.1  25.0  29.0 999.0 99.0
97 11 25 05 162  3.9  4.7  1.88 11.11  7.15  67 1010.1  25.8  29.2 999.0 99.0
97 11 25 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 25 07 164  5.2  6.2  1.76  9.09  7.13  96 1010.3  26.6  29.2 999.0 99.0
97 11 25 08 142  5.5  6.8  1.75 10.00  7.15  94 1010.1  27.3  29.2 999.0 99.0
97 11 25 09 131  5.6  7.0  1.94  9.09  7.16  90 1009.4  27.5  29.2 999.0 99.0
97 11 25 10 145  5.2  6.3  1.68 11.11  6.78  72 1009.3  27.4  29.2 999.0 99.0
97 11 25 11 160  2.1  3.4  1.70 11.11  6.82 123 1008.6  27.4  29.2 999.0 99.0
97 11 25 12 258  2.4  3.7  1.84 10.00  7.08  87 1007.4  27.6  29.1 999.0 99.0
97 11 25 13 245  3.1  4.1  1.88 10.00  7.54  86 1007.7  28.2  29.2 999.0 99.0
97 11 25 14 220  2.7  3.5  1.80 10.00  7.51  80 1007.7  28.2  29.2 999.0 99.0
97 11 25 15 213  2.7  3.8  1.63 10.00  7.78  99 1008.0  28.1  29.2 999.0 99.0
97 11 25 16 206  3.2  4.1  1.80 11.11  8.50  71 1008.7  28.1  29.2 999.0 99.0
97 11 25 17 209  2.5  3.2  1.68 12.50  8.23 344 1009.0  28.1  29.2 999.0 99.0
97 11 25 18 194  2.1  3.1  1.65 11.11  8.34 101 1009.8  28.2  29.2 999.0 99.0
97 11 25 19 172  3.5  4.5  1.82 10.00  8.52  82 1010.2  28.9  29.2 999.0 99.0
97 11 25 20 165  3.2  4.3  1.72 10.00  8.35  61 1010.2  29.0  29.2 999.0 99.0
97 11 25 21 140  2.5  3.4  1.70 10.00  8.16  90 1010.2  29.2  29.2 999.0 99.0
97 11 25 22 145  1.9  2.7  1.70 10.00  8.33  80 1009.5  29.2  29.7 999.0 99.0
97 11 25 23 145  1.6  2.3  1.82 10.00  8.11  87 1008.7  29.3  29.9 999.0 99.0
97 11 26 00 176  2.4  3.2  1.70 10.00  8.10  72 1007.7  29.0  29.9 999.0 99.0
97 11 26 01 172  1.1  2.1  1.98 10.00  8.63  86 1007.2  29.7  30.0 999.0 99.0
97 11 26 02 113  3.8  5.2  1.69 11.11  8.09  27 1007.1  28.2  29.9 999.0 99.0
97 11 26 03 182  2.2  3.6  1.69  9.09  8.20  53 1007.6  28.1  29.8 999.0 99.0
97 11 26 04 175  2.9  3.7  1.59 11.11  7.88  44 1008.6  28.1  29.7 999.0 99.0
97 11 26 05 159  6.9  8.4  1.83 10.00  7.94  83 1009.4  26.8  29.7 999.0 99.0
97 11 26 06 150  6.4  7.8  1.89 10.00  7.41  76 1010.2  26.6  29.2 999.0 99.0
97 11 26 07 149  3.8  4.9  1.90 10.00  7.34  85 1011.1  26.6  29.2 999.0 99.0
97 11 26 08 151  2.0  3.1  1.81 11.11  7.00  80 1011.2  26.6  29.2 999.0 99.0
97 11 26 09 113  2.5  3.4  1.72 10.00  7.31  58 1010.9  26.6  29.2 999.0 99.0
97 11 26 10 101  3.1  4.0  1.77 10.00  7.15 102 1009.8  26.6  29.2 999.0 99.0
97 11 26 11 103  1.6  2.4  1.73 10.00  7.06  86 1009.4  26.6  29.2 999.0 99.0
97 11 26 12  67  1.3  2.2  1.75  9.09  7.37  42 1008.7  26.6  29.2 999.0 99.0
97 11 26 13  90  1.5  2.6  1.75 10.00  7.46  93 1008.5  26.8  29.2 999.0 99.0
97 11 26 14  74  3.2  4.2  1.67 10.00  7.21  78 1008.6  27.0  29.2 999.0 99.0
97 11 26 15  77  5.1  6.3  1.81 10.00  7.75  67 1009.3  27.6  29.2 999.0 99.0
97 11 26 16  80  5.5  6.6  1.62  9.09  7.17  51 1009.4  27.6  29.2 999.0 99.0
97 11 26 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 26 18 114  5.0  6.1  1.51 10.00  6.83  71 1009.9  28.1  29.2 999.0 99.0
97 11 26 19 112  4.8  5.7  1.66 10.00  7.35  66 1010.1  28.1  29.2 999.0 99.0
97 11 26 20 113  4.7  6.0  1.63 11.11  7.35  60 1010.3  28.2  29.2 999.0 99.0
97 11 26 21  98  3.3  4.1  1.68 10.00  7.15  56 1010.0  28.2  29.2 999.0 99.0
97 11 26 22 116  3.1  4.0  1.51 10.00  6.76  43 1009.5  28.4  29.2 999.0 99.0
97 11 26 23 119  2.3  3.2  1.68 10.00  7.34  89 1008.8  28.4  29.2 999.0 99.0
97 11 27 00 104  2.4  3.5  1.59 10.00  7.33  87 1007.9  28.5  29.7 999.0 99.0
97 11 27 01  97  2.4  3.3  1.79 10.00  7.66  80 1007.1  28.5  29.9 999.0 99.0
97 11 27 02  96  1.5  2.6  1.46 10.00  7.17  30 1007.1  28.9  29.9 999.0 99.0
97 11 27 03 132   .9  1.6  1.52 10.00  7.37  44 1007.5  29.2  29.9 999.0 99.0
97 11 27 04 130   .3  1.3  1.57 10.00  7.71  60 1008.0  29.0  29.8 999.0 99.0
97 11 27 05 227  1.1  1.7  1.47  9.09  7.39  51 1008.7  28.4  29.7 999.0 99.0
97 11 27 06 250  1.7  2.6  1.64 10.00  7.63  69 1008.8  28.5  29.7 999.0 99.0
97 11 27 07 274  1.3  1.9  1.69 10.00  8.10  56 1009.6  28.5  29.7 999.0 99.0
97 11 27 08 312  1.7  2.7  1.66 10.00  8.03  65 1009.9  28.4  29.5 999.0 99.0
97 11 27 09 340  1.6  2.3  1.67 10.00  8.13  63 1010.2  28.5  29.2 999.0 99.0
97 11 27 10  15  1.6  2.4  1.65  9.09  7.85  62 1010.2  28.4  29.2 999.0 99.0
97 11 27 11  23  2.9  4.1  1.69 10.00  8.22 103 1009.4  28.1  29.2 999.0 99.0
97 11 27 12  17  4.4  5.4  1.76  9.09  8.17  58 1008.6  27.3  29.2 999.0 99.0
97 11 27 13  38  2.6  3.7  1.82 11.11  8.21 145 1007.9  27.3  29.2 999.0 99.0
97 11 27 14  18  2.8  3.8  1.80 10.00  8.36 131 1007.9  27.7  29.2 999.0 99.0
97 11 27 15  54  2.4  3.1  1.67 10.00  8.22  98 1008.2  27.6  29.2 999.0 99.0
97 11 27 16  22   .7  1.6  1.68  9.09  8.00  55 1009.1  27.7  29.2 999.0 99.0
97 11 27 17 269  6.4  8.0  1.81 10.00  8.22 111 1010.0  25.4  29.2 999.0 99.0
97 11 27 18 310  3.3  4.2  1.96 10.00  7.83 105 1010.9  24.6  29.0 999.0 99.0
97 11 27 19 312  5.1  6.2  1.83 10.00  7.90 111 1010.6  25.8  29.2 999.0 99.0
97 11 27 20 356  3.3  4.5  1.87 10.00  8.46 106 1010.6  26.1  29.2 999.0 99.0
97 11 27 21  28  2.7  3.9  1.97 12.50  8.90 196 1010.4  26.8  29.2 999.0 99.0
97 11 27 22 357  1.7  2.8  1.91 12.50  8.65 222 1009.5  26.9  29.2 999.0 99.0
97 11 27 23 322  2.5  3.6  2.07 10.00  8.90  89 1008.8  27.6  29.2 999.0 99.0
97 11 28 00 322  3.2  4.3  1.81 12.50  8.82 204 1007.8  27.9  29.2 999.0 99.0
97 11 28 01 360  6.6  8.3  1.98 12.50  9.01 216 1007.0  27.6  29.2 999.0 99.0
97 11 28 02 347  3.8  5.2  2.19 10.00  8.74  46 1006.5  27.7  29.2 999.0 99.0
97 11 28 03 330  4.6  5.9  1.92 12.50  8.18 198 1007.0  28.1  29.2 999.0 99.0
97 11 28 04 343  4.1  5.5  2.29  9.09  8.43  36 1007.2  28.3  29.2 999.0 99.0
97 11 28 05 337  4.4  5.6  2.26 10.00  8.34  25 1008.4  28.5  29.2 999.0 99.0
97 11 28 06 340  4.6  6.0  2.31 12.50  8.74 209 1009.4  28.4  29.2 999.0 99.0
97 11 28 07 335  4.0  5.4  2.13 12.50  8.56 225 1009.6  28.2  29.2 999.0 99.0
97 11 28 08 329  4.5  6.1  2.31 11.11  8.28 347 1009.7  28.4  29.2 999.0 99.0
97 11 28 09 322  4.7  5.9  2.34 14.29  8.56 206 1009.5  28.4  29.2 999.0 99.0
97 11 28 10 348  2.4  4.2  2.46 12.50  9.00 222 1009.4  26.6  29.2 999.0 99.0
97 11 28 11 309  5.0  6.3  2.29 11.11  8.42 359 1008.7  28.4  29.2 999.0 99.0
97 11 28 12 329  9.7 11.6  2.45 12.50  8.36 269 1007.8  27.4  29.2 999.0 99.0
97 11 28 13 272  8.6 10.7  2.56 12.50  8.18 233 1007.1  26.8  29.2 999.0 99.0
97 11 28 14 273  7.6  9.4  2.78 11.11  7.74   2 1006.9  27.5  29.2 999.0 99.0
97 11 28 15 282  8.5 10.0  2.52 14.29  7.12 204 1007.1  27.2  29.2 999.0 99.0
97 11 28 16 297  6.4  7.8  2.85 11.11  7.30 336 1008.0  27.4  29.2 999.0 99.0
97 11 28 17 312  5.4  6.9  2.86 12.50  7.61 244 1008.7  27.6  29.2 999.0 99.0
97 11 28 18 305  5.1  6.5 99.00 99.00 99.00 999 1009.2  27.6  29.2 999.0 99.0
97 11 28 19 286  6.0  7.4  2.27 10.00  7.19 359 1009.3  28.1  29.2 999.0 99.0
97 11 28 20 278  6.4  7.8  2.55 11.11  7.52 351 1009.3  28.4  29.2 999.0 99.0
97 11 28 21 271 10.6 13.7  2.60 10.00  7.36 342 1008.5  27.4  29.2 999.0 99.0
97 11 28 22 271  7.1  8.9  2.76 12.50  7.26 255 1008.0  27.7  29.2 999.0 99.0
97 11 28 23 280  6.0  7.2  2.83 10.00  7.29 351 1007.1  28.0  29.2 999.0 99.0
97 11 29 00 280  5.6  6.7  2.88 10.00  7.39 311 1006.4  28.2  29.2 999.0 99.0
97 11 29 01 281  5.8  7.0 99.00 99.00 99.00 999 1005.7  28.4  29.2 999.0 99.0
97 11 29 02 273  5.9  7.2  2.73  9.09  7.47 325 1005.7  28.5  29.2 999.0 99.0
97 11 29 03 285  5.4  6.6  2.84 12.50  7.93 245 1006.3  28.9  29.2 999.0 99.0
97 11 29 04 280  6.5  8.2  2.93 10.00  7.47  58 1006.8  28.5  29.2 999.0 99.0
97 11 29 05 283  5.8  7.3  2.62  9.09  7.18 283 1007.6  28.5  29.2 999.0 99.0
97 11 29 06 289  5.7  7.2  2.83 11.11  7.54  14 1008.5  28.9  29.2 999.0 99.0
97 11 29 07 290  4.5  5.9  2.65 10.00  7.48 356 1009.3  28.8  29.2 999.0 99.0
97 11 29 08 282  5.5  7.1  2.52 14.29  7.47 321 1009.4  28.9  29.2 999.0 99.0
97 11 29 09 284  5.9  7.2  2.40 12.50  7.42 354 1009.2  29.0  29.2 999.0 99.0
97 11 29 10 281  5.7  6.8  2.41  9.09  7.35 344 1008.8  29.0  29.2 999.0 99.0
97 11 29 11 285  7.2  8.6  2.55 10.00  7.62 353 1007.8  28.9  29.2 999.0 99.0
97 11 29 12 285  7.0  9.0 99.00 99.00 99.00 999 1006.8  28.9  29.2 999.0 99.0
97 11 29 13 285  7.1  9.2  2.52 11.11  7.14 354 1006.4  28.9  29.2 999.0 99.0
97 11 29 14 294  6.3  7.4  2.57  9.09  7.14  50 1006.5  28.9  29.2 999.0 99.0
97 11 29 15 302  7.3  8.8  2.48 10.00  7.16   0 1006.4  27.7  29.2 999.0 99.0
97 11 29 16 322  6.7  8.1  2.62  9.09  7.02 319 1007.2  27.6  29.2 999.0 99.0
97 11 29 17 308  6.0  8.2  2.61 10.00  7.19   0 1008.0  28.2  29.2 999.0 99.0
97 11 29 18 320  5.8  7.1  2.72 12.50  7.30 270 1008.7  28.4  29.2 999.0 99.0
97 11 29 19 316  6.3  7.8  2.59 10.00  7.14  11 1008.8  28.9  29.2 999.0 99.0
97 11 29 20 322  6.4  8.3  2.57 11.11  7.21   2 1008.9  29.0  29.2 999.0 99.0
97 11 29 21 330  6.6  7.7  2.21  9.09  6.95  27 1008.6  28.9  29.2 999.0 99.0
97 11 29 22 335  5.8  7.0  2.45 10.00  7.29   5 1007.8  28.9  29.2 999.0 99.0
97 11 29 23 328  6.2  7.7  2.22  9.09  7.16  34 1007.2  29.0  29.2 999.0 99.0
97 11 30 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 30 01 306  5.0  6.1 99.00 99.00 99.00 999 1005.7  29.0  29.2 999.0 99.0
97 11 30 02 327  5.2  7.8  2.44 12.50  7.70 220 1005.5  28.7  29.2 999.0 99.0
97 11 30 03 330  5.3  6.6  2.31 10.00  7.15   7 1005.6  29.2  29.2 999.0 99.0
97 11 30 04 348  5.4  6.8  2.21 10.00  7.08  64 1006.5  28.6  29.2 999.0 99.0
97 11 30 05 327  5.4  6.5  2.17  9.09  6.86 351 1007.2  29.0  29.2 999.0 99.0
97 11 30 06 346  5.2  6.7  2.27  9.09  7.05 331 1007.7  28.5  29.2 999.0 99.0
97 11 30 07 340  5.8  7.3  2.21 10.00  6.93 356 1008.7  29.2  29.2 999.0 99.0
97 11 30 08 337  6.2  7.5  2.24 10.00  6.92  51 1008.6  29.2  29.2 999.0 99.0
97 11 30 09 326  7.0  8.2 99.00 99.00 99.00 999 1008.1  29.0  29.2 999.0 99.0
97 11 30 10 313  7.1  9.2  2.36  9.09  6.85   4 1008.0  29.0  29.2 999.0 99.0
97 11 30 11 315  6.7  7.9  2.24 10.00  6.66  54 1007.5  28.4  29.2 999.0 99.0
97 11 30 12 332  7.8  9.1  2.01  9.09  6.30 344 1006.4  28.7  29.2 999.0 99.0
97 11 30 13 353  6.6  7.8  2.38  8.33  6.88 327 1006.0  28.4  29.2 999.0 99.0
97 11 30 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 30 15 331  8.9 10.5  2.17  9.09  6.15 337 1006.2  28.4  29.2 999.0 99.0
97 11 30 16 336  7.0  8.2  2.28  8.33  6.09 327 1006.6  28.4  29.2 999.0 99.0
97 11 30 17 323  7.9  9.7  2.32  9.09  6.10 257 1007.3  27.6  29.2 999.0 99.0
97 11 30 18 323  7.6  9.5  2.45  8.33  6.16 314 1008.3  28.1  29.2 999.0 99.0
97 11 30 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 11 30 20 336  7.4  9.2  2.33  8.33  6.08 304 1008.5  28.9  29.2 999.0 99.0
97 11 30 21 333  9.0 10.6  2.53  9.09  6.07 355 1008.0  28.1  29.2 999.0 99.0
97 11 30 22 322  8.1 11.2  2.29  8.33  6.15 344 1007.9  28.2  29.2 999.0 99.0
97 11 30 23 335 10.9 13.1  2.36  8.33  5.79 338 1007.1  27.3  29.2 999.0 99.0
97 12 01 00 322 10.3 12.1  2.47  9.09  6.02  34 1006.3  26.6  29.2 999.0 99.0
97 12 01 01 322  7.8  9.6  2.53 11.11  6.07   3 1005.6  27.4  29.2 999.0 99.0
