#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 04 15 23 50  95  5.6  6.9 99.00 99.00 99.00 999 1006.2  25.7  25.9 999.0 99.0 99.00
2008 04 16 00 50  90  5.9  6.7 99.00 99.00 99.00 999 1005.6  25.7  25.9 999.0 99.0 99.00
2008 04 16 01 50  98  5.4  6.4 99.00 99.00 99.00 999 1005.2  25.8  25.9 999.0 99.0 99.00
2008 04 16 02 50  94  5.7  7.0 99.00 99.00 99.00 999 1005.7  25.9  25.9 999.0 99.0 99.00
2008 04 16 03 50  90  6.3  7.4 99.00 99.00 99.00 999 1006.0  25.8  25.8 999.0 99.0 99.00
2008 04 16 04 50  94  5.7  6.6 99.00 99.00 99.00 999 1006.7  25.7  25.7 999.0 99.0 99.00
2008 04 16 05 50 103  6.1  7.3 99.00 99.00 99.00 999 1006.9  25.6  25.7 999.0 99.0 99.00
2008 04 16 06 50  90  6.6  7.5 99.00 99.00 99.00 999 1007.5  25.6  25.7 999.0 99.0 99.00
2008 04 16 07 50  91  6.4  7.6 99.00 99.00 99.00 999 1007.6  25.5  25.6 999.0 99.0 99.00
2008 04 16 08 50  90  7.2  8.3 99.00 99.00 99.00 999 1007.6  25.5  25.6 999.0 99.0 99.00
2008 04 16 09 50  87  6.8  8.1 99.00 99.00 99.00 999 1007.9  25.4  25.6 999.0 99.0 99.00
2008 04 16 10 50  73  6.3  7.3 99.00 99.00 99.00 999 1007.7  25.4  25.6 999.0 99.0 99.00
2008 04 16 11 50  84  6.3  7.7 99.00 99.00 99.00 999 1006.9  25.3  25.6 999.0 99.0 99.00
2008 04 16 12 50  84  6.1  7.2 99.00 99.00 99.00 999 1006.5  25.3  25.6 999.0 99.0 99.00
2008 04 16 13 50  90  6.6  7.8 99.00 99.00 99.00 999 1006.2  25.3  25.6 999.0 99.0 99.00
2008 04 16 14 50  92  6.1  7.1 99.00 99.00 99.00 999 1006.4  25.3  25.6 999.0 99.0 99.00
2008 04 16 15 50  94  6.6  7.8 99.00 99.00 99.00 999 1007.0  25.3  25.5 999.0 99.0 99.00
2008 04 16 16 50  95  6.6  7.8 99.00 99.00 99.00 999 1007.8  25.4  25.5 999.0 99.0 99.00
2008 04 16 17 50  94  6.7  7.6 99.00 99.00 99.00 999 1008.4  25.5  25.5 999.0 99.0 99.00
2008 04 16 18 50  95  6.5  7.5 99.00 99.00 99.00 999 1008.7  25.6  25.5 999.0 99.0 99.00
2008 04 16 19 50  97  6.2  7.8 99.00 99.00 99.00 999 1008.7  25.6  25.6 999.0 99.0 99.00
2008 04 16 20 50  95  6.0  7.1 99.00 99.00 99.00 999 1008.9  25.6  25.6 999.0 99.0 99.00
2008 04 16 21 50  92  5.6  6.7 99.00 99.00 99.00 999 1008.3  25.6  25.7 999.0 99.0 99.00
2008 04 16 22 50  96  5.3  6.3 99.00 99.00 99.00 999 1007.2  25.5  25.8 999.0 99.0 99.00
2008 04 16 23 50  96  5.6  6.5 99.00 99.00 99.00 999 1006.1  25.6  25.9 999.0 99.0 99.00
2008 04 17 00 50 100  5.2  5.9 99.00 99.00 99.00 999 1005.3  25.6  26.0 999.0 99.0 99.00
2008 04 17 01 50 106  5.9  7.1 99.00 99.00 99.00 999 1005.3  25.8  25.9 999.0 99.0 99.00
2008 04 17 02 50  93  5.3  6.4 99.00 99.00 99.00 999 1005.7  25.9  25.8 999.0 99.0 99.00
2008 04 17 03 50  97  5.4  6.1 99.00 99.00 99.00 999 1006.1  25.8  25.8 999.0 99.0 99.00
2008 04 17 04 50  96  5.1  6.1 99.00 99.00 99.00 999 1007.1  25.7  25.8 999.0 99.0 99.00
2008 04 17 05 50  76  4.8  5.8 99.00 99.00 99.00 999 1008.3  25.6  25.8 999.0 99.0 99.00
2008 04 17 06 50  82  5.5  6.4 99.00 99.00 99.00 999 1008.8  25.6  25.7 999.0 99.0 99.00
2008 04 17 07 50  83  4.8  5.6 99.00 99.00 99.00 999 1009.3  25.6  25.7 999.0 99.0 99.00
2008 04 17 08 50  86  3.8  4.6 99.00 99.00 99.00 999 1009.5  25.5  25.7 999.0 99.0 99.00
2008 04 17 09 50  81  4.2  4.9 99.00 99.00 99.00 999 1009.6  25.5  25.7 999.0 99.0 99.00
2008 04 17 10 50  81  4.1  5.2 99.00 99.00 99.00 999 1008.8  25.4  25.7 999.0 99.0 99.00
2008 04 17 11 50  82  5.0  5.8 99.00 99.00 99.00 999 1008.0  25.3  25.7 999.0 99.0 99.00
2008 04 17 12 50  67  4.9  6.2 99.00 99.00 99.00 999 1007.9  25.3  25.7 999.0 99.0 99.00
2008 04 17 13 50  73  4.1  5.2 99.00 99.00 99.00 999 1007.7  25.3  25.7 999.0 99.0 99.00
2008 04 17 14 50  75  4.6  5.3 99.00 99.00 99.00 999 1007.7  25.3  25.7 999.0 99.0 99.00
2008 04 17 15 50  81  4.4  5.6 99.00 99.00 99.00 999 1008.3  25.4  25.7 999.0 99.0 99.00
2008 04 17 16 50  85  5.1  5.8 99.00 99.00 99.00 999 1008.8  25.5  25.7 999.0 99.0 99.00
2008 04 17 17 50  84  5.3  6.3 99.00 99.00 99.00 999 1009.4  25.7  25.7 999.0 99.0 99.00
2008 04 17 18 50  87  5.8  6.6 99.00 99.00 99.00 999 1009.6  25.7  25.7 999.0 99.0 99.00
2008 04 17 19 50  93  7.4  8.5 99.00 99.00 99.00 999 1009.4  25.7  25.8 999.0 99.0 99.00
2008 04 17 20 50  93  7.0  8.5 99.00 99.00 99.00 999 1008.9  25.7  25.8 999.0 99.0 99.00
2008 04 17 21 50  89  6.1  7.0 99.00 99.00 99.00 999 1008.6  25.7  25.9 999.0 99.0 99.00
2008 04 17 22 50  85  5.1  6.4 99.00 99.00 99.00 999 1007.7  25.7  26.0 999.0 99.0 99.00
2008 04 17 23 50  83  4.8  5.7 99.00 99.00 99.00 999 1006.5  25.6  26.1 999.0 99.0 99.00
2008 04 18 00 50  65  5.6  6.9 99.00 99.00 99.00 999 1006.3  25.7  26.1 999.0 99.0 99.00
2008 04 18 01 50  67  5.8  7.0 99.00 99.00 99.00 999 1006.0  25.8  26.2 999.0 99.0 99.00
2008 04 18 02 50  79  6.7  7.9 99.00 99.00 99.00 999 1006.2  25.8  26.1 999.0 99.0 99.00
2008 04 18 03 50  77  6.4  7.8 99.00 99.00 99.00 999 1006.7  25.8  26.0 999.0 99.0 99.00
2008 04 18 04 50  74  6.2  7.5 99.00 99.00 99.00 999 1007.5  25.7  25.9 999.0 99.0 99.00
2008 04 18 05 50  68  5.7  7.2 99.00 99.00 99.00 999 1008.0  25.7  25.9 999.0 99.0 99.00
2008 04 18 06 50  74  6.8  8.5 99.00 99.00 99.00 999 1008.6  25.8  25.8 999.0 99.0 99.00
2008 04 18 07 50  69  5.7  7.0 99.00 99.00 99.00 999 1009.4  25.8  25.8 999.0 99.0 99.00
2008 04 18 08 50  58  6.0  7.3 99.00 99.00 99.00 999 1009.6  25.8  25.8 999.0 99.0 99.00
2008 04 18 09 50  61  6.6  7.7 99.00 99.00 99.00 999 1009.2  25.6  25.8 999.0 99.0 99.00
2008 04 18 10 50  68  7.0  8.1 99.00 99.00 99.00 999 1008.8  25.6  25.8 999.0 99.0 99.00
2008 04 18 11 50  54  6.1  7.6 99.00 99.00 99.00 999 1008.6  25.6  25.8 999.0 99.0 99.00
2008 04 18 12 50  66  7.1  8.5 99.00 99.00 99.00 999 1007.7  25.6  25.8 999.0 99.0 99.00
2008 04 18 13 50  70  6.0  7.2 99.00 99.00 99.00 999 1007.4  25.4  25.7 999.0 99.0 99.00
2008 04 18 14 50  71  6.6  7.9 99.00 99.00 99.00 999 1007.6  25.4  25.7 999.0 99.0 99.00
2008 04 18 15 50  68  7.0  8.2 99.00 99.00 99.00 999 1008.0  25.4  25.7 999.0 99.0 99.00
2008 04 18 16 50  75  7.2  8.9 99.00 99.00 99.00 999 1008.0  25.5  25.7 999.0 99.0 99.00
2008 04 18 17 50  73  6.6  8.3 99.00 99.00 99.00 999 1009.0  25.7  25.7 999.0 99.0 99.00
2008 04 18 18 50  73  5.7  6.8 99.00 99.00 99.00 999 1010.4  25.8  25.7 999.0 99.0 99.00
2008 04 18 19 50  67  5.1  6.2 99.00 99.00 99.00 999 1011.0  25.8  25.8 999.0 99.0 99.00
2008 04 18 20 50  61  5.2  6.6 99.00 99.00 99.00 999 1010.6  25.7  25.9 999.0 99.0 99.00
2008 04 18 21 50  71  5.6  6.9 99.00 99.00 99.00 999 1009.6  25.8  25.9 999.0 99.0 99.00
2008 04 18 22 50  65  5.8  7.1 99.00 99.00 99.00 999 1008.7  25.7  26.0 999.0 99.0 99.00
2008 04 18 23 50  71  6.6  8.0 99.00 99.00 99.00 999 1007.5  25.8  26.0 999.0 99.0 99.00
2008 04 19 00 50  86  6.7  8.2 99.00 99.00 99.00 999 1007.0  25.9  26.0 999.0 99.0 99.00
2008 04 19 01 50  81  6.5  7.8 99.00 99.00 99.00 999 1006.8  25.9  26.0 999.0 99.0 99.00
2008 04 19 02 50  77  6.0  7.4 99.00 99.00 99.00 999 1007.2  25.9  26.0 999.0 99.0 99.00
2008 04 19 03 50  81  6.1  7.5 99.00 99.00 99.00 999 1007.7  25.9  26.0 999.0 99.0 99.00
2008 04 19 04 50  89  6.2  7.5 99.00 99.00 99.00 999 1008.7  25.9  26.0 999.0 99.0 99.00
2008 04 19 05 50  92  6.3  7.9 99.00 99.00 99.00 999 1009.6  25.9  25.9 999.0 99.0 99.00
2008 04 19 06 50  94  6.6  7.7 99.00 99.00 99.00 999 1009.9  25.8  25.8 999.0 99.0 99.00
2008 04 19 07 50  94  6.4  8.0 99.00 99.00 99.00 999 1010.1  25.7  25.8 999.0 99.0 99.00
2008 04 19 08 50  93  7.2  8.5 99.00 99.00 99.00 999 1009.7  25.6  25.8 999.0 99.0 99.00
2008 04 19 09 50  92  6.1  7.3 99.00 99.00 99.00 999 1009.6  25.6  25.7 999.0 99.0 99.00
2008 04 19 10 50  89  6.4  7.8 99.00 99.00 99.00 999 1008.6  25.6  25.7 999.0 99.0 99.00
2008 04 19 11 50  97  6.2  7.2 99.00 99.00 99.00 999 1008.2  25.6  25.7 999.0 99.0 99.00
2008 04 19 12 50  99  6.9  8.1 99.00 99.00 99.00 999 1007.4  25.4  25.7 999.0 99.0 99.00
2008 04 19 13 50  97  6.1  7.5 99.00 99.00 99.00 999 1007.4  25.4  25.7 999.0 99.0 99.00
2008 04 19 14 50  95  6.9  8.9 99.00 99.00 99.00 999 1008.1  25.5  25.6 999.0 99.0 99.00
2008 04 19 15 50  90  5.9  7.3 99.00 99.00 99.00 999 1008.9  25.5  25.6 999.0 99.0 99.00
2008 04 19 16 50  94  5.8  6.8 99.00 99.00 99.00 999 1009.5  25.6  25.6 999.0 99.0 99.00
2008 04 19 17 50  87  6.9  8.1 99.00 99.00 99.00 999 1009.9  25.6  25.6 999.0 99.0 99.00
2008 04 19 18 50  94  7.0  8.2 99.00 99.00 99.00 999 1010.6  25.7  25.6 999.0 99.0 99.00
2008 04 19 19 50  99  7.2  8.4 99.00 99.00 99.00 999 1010.6  25.7  25.7 999.0 99.0 99.00
2008 04 19 20 50  97  7.2  8.7 99.00 99.00 99.00 999 1010.5  25.8  25.7 999.0 99.0 99.00
2008 04 19 21 50  99  6.7  7.7 99.00 99.00 99.00 999 1009.4  25.7  25.8 999.0 99.0 99.00
2008 04 19 22 50  99  6.9  8.2 99.00 99.00 99.00 999 1008.2  25.7  25.8 999.0 99.0 99.00
2008 04 19 23 50  92  7.5  8.9 99.00 99.00 99.00 999 1007.3  25.7  25.9 999.0 99.0 99.00
2008 04 20 00 50 100  6.8  8.1 99.00 99.00 99.00 999 1006.6  25.7  26.0 999.0 99.0 99.00
2008 04 20 01 50 101  6.6  7.6 99.00 99.00 99.00 999 1006.4  25.7  26.0 999.0 99.0 99.00
2008 04 20 02 50 101  6.6  7.6 99.00 99.00 99.00 999 1006.5  25.8  25.9 999.0 99.0 99.00
2008 04 20 03 50  98  6.2  7.1 99.00 99.00 99.00 999 1007.4  25.7  25.9 999.0 99.0 99.00
2008 04 20 04 50 101  4.9  6.0 99.00 99.00 99.00 999 1009.0  25.8  25.9 999.0 99.0 99.00
2008 04 20 05 50  98  5.9  7.2 99.00 99.00 99.00 999 1009.5  25.8  25.8 999.0 99.0 99.00
2008 04 20 06 50 104  6.2  7.3 99.00 99.00 99.00 999 1010.1  25.7  25.8 999.0 99.0 99.00
2008 04 20 07 50  97  5.5  6.9 99.00 99.00 99.00 999 1010.8  25.7  25.7 999.0 99.0 99.00
2008 04 20 08 50  83  6.4  7.4 99.00 99.00 99.00 999 1011.1  25.6  25.7 999.0 99.0 99.00
2008 04 20 09 50  84  6.7  8.3 99.00 99.00 99.00 999 1010.7  25.5  25.7 999.0 99.0 99.00
2008 04 20 10 50  98  5.3  6.3 99.00 99.00 99.00 999 1010.3  25.5  25.6 999.0 99.0 99.00
2008 04 20 11 50  93  5.5  6.4 99.00 99.00 99.00 999 1009.4  25.4  25.6 999.0 99.0 99.00
2008 04 20 12 50 100  5.5  6.6 99.00 99.00 99.00 999 1008.6  25.3  25.6 999.0 99.0 99.00
2008 04 20 13 50  98  5.3  6.7 99.00 99.00 99.00 999 1008.7  25.3  25.6 999.0 99.0 99.00
2008 04 20 14 50  89  6.3  7.6 99.00 99.00 99.00 999 1008.4  25.3  25.6 999.0 99.0 99.00
2008 04 20 15 50  87  5.6  6.9 99.00 99.00 99.00 999 1009.0  25.3  25.6 999.0 99.0 99.00
2008 04 20 16 50  88  6.1  6.9 99.00 99.00 99.00 999 1009.6  25.4  25.6 999.0 99.0 99.00
2008 04 20 17 50  89  5.6  6.4 99.00 99.00 99.00 999 1010.3  25.5  25.6 999.0 99.0 99.00
2008 04 20 18 50  84  5.5  6.3 99.00 99.00 99.00 999 1011.0  25.5  25.6 999.0 99.0 99.00
2008 04 20 19 50  77  5.7  6.6 99.00 99.00 99.00 999 1010.5  25.5  25.7 999.0 99.0 99.00
2008 04 20 20 50  81  5.3  6.6 99.00 99.00 99.00 999 1010.3  25.4  25.8 999.0 99.0 99.00
2008 04 20 21 50  91  5.7  6.7 99.00 99.00 99.00 999 1009.5  25.4  25.9 999.0 99.0 99.00
2008 04 20 22 50  85  5.4  6.7 99.00 99.00 99.00 999 1008.6  25.5  25.9 999.0 99.0 99.00
2008 04 20 23 50  85  5.2  6.3 99.00 99.00 99.00 999 1008.1  25.6  26.0 999.0 99.0 99.00
2008 04 21 00 50  83  5.4  6.4 99.00 99.00 99.00 999 1007.4  25.6  26.1 999.0 99.0 99.00
2008 04 21 01 50  79  4.4  5.3 99.00 99.00 99.00 999 1007.5  25.7  26.1 999.0 99.0 99.00
2008 04 21 02 50  96  5.1  6.0 99.00 99.00 99.00 999 1007.5  25.8  26.0 999.0 99.0 99.00
2008 04 21 03 50  89  5.3  6.2 99.00 99.00 99.00 999 1008.0  25.8  26.0 999.0 99.0 99.00
2008 04 21 04 50  88  5.9  6.9 99.00 99.00 99.00 999 1008.8  25.7  25.9 999.0 99.0 99.00
2008 04 21 05 50  78  5.7  6.9 99.00 99.00 99.00 999 1009.4  25.6  25.9 999.0 99.0 99.00
2008 04 21 06 50  80  5.9  6.9 99.00 99.00 99.00 999 1010.1  25.6  25.8 999.0 99.0 99.00
2008 04 21 07 50  72  6.4  7.7 99.00 99.00 99.00 999 1010.4  25.6  25.8 999.0 99.0 99.00
2008 04 21 08 50  72  5.7  6.8 99.00 99.00 99.00 999 1010.5  25.5  25.7 999.0 99.0 99.00
2008 04 21 09 50  74  6.2  7.3 99.00 99.00 99.00 999 1010.1  25.6  25.7 999.0 99.0 99.00
2008 04 21 10 50  80  5.5  6.9 99.00 99.00 99.00 999 1009.7  25.5  25.7 999.0 99.0 99.00
2008 04 21 11 50  80  5.7  6.8 99.00 99.00 99.00 999 1009.2  25.5  25.7 999.0 99.0 99.00
2008 04 21 12 50  76  5.8  6.9 99.00 99.00 99.00 999 1008.7  25.5  25.7 999.0 99.0 99.00
2008 04 21 13 50  73  4.9  6.1 99.00 99.00 99.00 999 1008.5  25.4  25.6 999.0 99.0 99.00
2008 04 21 14 50  83  4.3  5.5 99.00 99.00 99.00 999 1009.0  25.4  25.6 999.0 99.0 99.00
2008 04 21 15 50  79  4.4  5.3 99.00 99.00 99.00 999 1009.8  25.4  25.6 999.0 99.0 99.00
2008 04 21 16 50  89  5.1  6.1 99.00 99.00 99.00 999 1010.1  25.5  25.6 999.0 99.0 99.00
2008 04 21 17 50  86  5.8  6.8 99.00 99.00 99.00 999 1010.9  25.7  25.6 999.0 99.0 99.00
2008 04 21 18 50  90  6.0  7.1 99.00 99.00 99.00 999 1011.3  25.7  25.7 999.0 99.0 99.00
2008 04 21 19 50  88  5.9  6.9 99.00 99.00 99.00 999 1011.5  25.7  25.7 999.0 99.0 99.00
2008 04 21 20 50  84  5.7  7.0 99.00 99.00 99.00 999 1011.4  25.7  25.8 999.0 99.0 99.00
2008 04 21 21 50  81  5.2  6.0 99.00 99.00 99.00 999 1011.0  25.7  25.9 999.0 99.0 99.00
2008 04 21 22 50  86  5.6  6.5 99.00 99.00 99.00 999 1009.8  25.7  26.0 999.0 99.0 99.00
2008 04 21 23 50  88  5.7  7.0 99.00 99.00 99.00 999 1008.9  25.8  26.1 999.0 99.0 99.00
2008 04 22 00 50  95  6.5  7.6 99.00 99.00 99.00 999 1008.2  25.8  26.1 999.0 99.0 99.00
2008 04 22 01 50  94  6.5  7.6 99.00 99.00 99.00 999 1007.7  25.9  26.1 999.0 99.0 99.00
2008 04 22 02 50  95  6.0  7.0 99.00 99.00 99.00 999 1008.1  25.9  26.0 999.0 99.0 99.00
2008 04 22 03 50  92  5.6  6.5 99.00 99.00 99.00 999 1008.3  25.8  25.9 999.0 99.0 99.00
2008 04 22 04 50  87  5.5  6.3 99.00 99.00 99.00 999 1008.9  25.8  25.9 999.0 99.0 99.00
2008 04 22 05 50  80  4.6  5.5 99.00 99.00 99.00 999 1010.1  25.7  25.8 999.0 99.0 99.00
2008 04 22 06 50  91  6.0  7.2 99.00 99.00 99.00 999 1010.1  25.7  25.8 999.0 99.0 99.00
2008 04 22 07 50  99  6.1  7.8 99.00 99.00 99.00 999 1010.7  25.8  25.8 999.0 99.0 99.00
2008 04 22 08 50  97  6.4  7.5 99.00 99.00 99.00 999 1010.9  25.7  25.7 999.0 99.0 99.00
2008 04 22 09 50  94  6.0  7.0 99.00 99.00 99.00 999 1011.0  25.6  25.7 999.0 99.0 99.00
2008 04 22 10 50  90  5.6  6.6 99.00 99.00 99.00 999 1010.5  25.6  25.7 999.0 99.0 99.00
2008 04 22 11 50  84  4.5  5.5 99.00 99.00 99.00 999 1010.4  25.5  25.7 999.0 99.0 99.00
2008 04 22 12 50  98  5.0  5.8 99.00 99.00 99.00 999 1010.2  25.5  25.7 999.0 99.0 99.00
2008 04 22 13 50  94  5.2  6.1 99.00 99.00 99.00 999 1009.8  25.5  25.7 999.0 99.0 99.00
2008 04 22 14 50  94  5.9  7.1 99.00 99.00 99.00 999 1009.8  25.4  25.7 999.0 99.0 99.00
2008 04 22 15 50 100  5.9  7.0 99.00 99.00 99.00 999 1009.9  25.4  25.7 999.0 99.0 99.00
2008 04 22 16 50  99  5.1  6.1 99.00 99.00 99.00 999 1010.5  25.6  25.6 999.0 99.0 99.00
2008 04 22 17 50 103  5.1  6.0 99.00 99.00 99.00 999 1011.0  25.7  25.6 999.0 99.0 99.00
2008 04 22 18 50 103  5.2  6.3 99.00 99.00 99.00 999 1011.7  25.8  25.7 999.0 99.0 99.00
2008 04 22 19 50 109  5.4  6.4 99.00 99.00 99.00 999 1011.9  25.8  25.7 999.0 99.0 99.00
2008 04 22 20 50  92  5.2  6.0 99.00 99.00 99.00 999 1011.6  25.7  25.8 999.0 99.0 99.00
2008 04 22 21 50  92  4.8  5.6 99.00 99.00 99.00 999 1011.1  25.7  25.9 999.0 99.0 99.00
2008 04 22 22 50  96  5.3  6.4 99.00 99.00 99.00 999 1010.3  25.8  26.0 999.0 99.0 99.00
2008 04 22 23 50  91  5.9  6.8 99.00 99.00 99.00 999 1009.3  25.8  26.0 999.0 99.0 99.00
2008 04 23 00 50  89  5.2  6.0 99.00 99.00 99.00 999 1009.0  25.9  26.0 999.0 99.0 99.00
2008 04 23 01 50  85  4.5  5.4 99.00 99.00 99.00 999 1009.0  25.9  26.1 999.0 99.0 99.00
2008 04 23 02 50  74  4.7  6.2 99.00 99.00 99.00 999 1009.3  25.9  26.1 999.0 99.0 99.00
2008 04 23 03 50  87  4.1  4.8 99.00 99.00 99.00 999 1009.6  25.9  26.1 999.0 99.0 99.00
2008 04 23 04 50  73  4.5  5.4 99.00 99.00 99.00 999 1010.2  25.7  26.0 999.0 99.0 99.00
2008 04 23 05 50  61  4.5  5.5 99.00 99.00 99.00 999 1010.7  25.6  25.9 999.0 99.0 99.00
2008 04 23 06 50  64  4.2  4.9 99.00 99.00 99.00 999 1011.3  25.6  25.9 999.0 99.0 99.00
2008 04 23 07 50  50  4.5  5.4 99.00 99.00 99.00 999 1011.6  25.5  25.9 999.0 99.0 99.00
2008 04 23 08 50  56  3.6  4.5 99.00 99.00 99.00 999 1011.7  25.5  25.8 999.0 99.0 99.00
2008 04 23 09 50  43  3.9  4.8 99.00 99.00 99.00 999 1011.3  25.4  25.8 999.0 99.0 99.00
2008 04 23 10 50  35  3.5  4.5 99.00 99.00 99.00 999 1010.7  25.4  25.8 999.0 99.0 99.00
2008 04 23 11 50  57  2.5  3.4 99.00 99.00 99.00 999 1009.9  25.3  25.8 999.0 99.0 99.00
2008 04 23 12 50  32  2.4  3.2 99.00 99.00 99.00 999 1009.6  25.3  25.8 999.0 99.0 99.00
2008 04 23 13 50  51  1.8  2.7 99.00 99.00 99.00 999 1009.3  25.3  25.8 999.0 99.0 99.00
2008 04 23 14 50  36  3.2  4.1 99.00 99.00 99.00 999 1009.2  25.3  25.8 999.0 99.0 99.00
2008 04 23 15 50  23  3.7  5.1 99.00 99.00 99.00 999 1009.9  25.3  25.8 999.0 99.0 99.00
2008 04 23 16 50  33  3.7  4.4 99.00 99.00 99.00 999 1010.4  25.4  25.7 999.0 99.0 99.00
2008 04 23 17 50  36  3.8  4.9 99.00 99.00 99.00 999 1010.8  25.6  25.7 999.0 99.0 99.00
2008 04 23 18 50  39  5.0  5.9 99.00 99.00 99.00 999 1011.4  25.6  25.8 999.0 99.0 99.00
2008 04 23 19 50  39  5.0  6.0 99.00 99.00 99.00 999 1011.6  25.6  25.8 999.0 99.0 99.00
2008 04 23 20 50  43  4.9  5.9 99.00 99.00 99.00 999 1011.7  25.6  26.0 999.0 99.0 99.00
2008 04 23 21 50  40  4.3  5.3 99.00 99.00 99.00 999 1011.1  25.7  26.1 999.0 99.0 99.00
2008 04 23 22 50  38  3.8  4.6 99.00 99.00 99.00 999 1010.7  25.8  26.2 999.0 99.0 99.00
2008 04 23 23 50  40  3.7  4.4 99.00 99.00 99.00 999 1010.1  25.9  26.3 999.0 99.0 99.00
2008 04 24 00 50  39  4.6  6.1 99.00 99.00 99.00 999 1009.8  26.0  26.3 999.0 99.0 99.00
2008 04 24 01 50  22  2.9  3.9 99.00 99.00 99.00 999 1009.6  26.0  26.3 999.0 99.0 99.00
2008 04 24 02 50  20  4.3  5.6 99.00 99.00 99.00 999 1009.4  25.9  26.2 999.0 99.0 99.00
2008 04 24 03 50  18  3.6  4.5 99.00 99.00 99.00 999 1009.8  26.0  26.1 999.0 99.0 99.00
2008 04 24 04 50  24  4.9  6.4 99.00 99.00 99.00 999 1010.8  25.4  26.1 999.0 99.0 99.00
2008 04 24 05 50  37  3.4  4.2 99.00 99.00 99.00 999 1011.5  25.8  26.0 999.0 99.0 99.00
2008 04 24 06 50  44  2.3  3.0 99.00 99.00 99.00 999 1012.0  25.8  26.0 999.0 99.0 99.00
2008 04 24 07 50  45  2.6  3.5 99.00 99.00 99.00 999 1012.2  25.7  25.9 999.0 99.0 99.00
2008 04 24 08 50  73  1.3  1.8 99.00 99.00 99.00 999 1012.5  25.5  25.9 999.0 99.0 99.00
2008 04 24 09 50  44  1.9  2.4 99.00 99.00 99.00 999 1012.2  25.4  25.8 999.0 99.0 99.00
2008 04 24 10 50  37  1.7  2.4 99.00 99.00 99.00 999 1011.1  25.3  25.9 999.0 99.0 99.00
2008 04 24 11 50  42  1.5  2.2 99.00 99.00 99.00 999 1010.6  25.3  25.9 999.0 99.0 99.00
2008 04 24 12 50  30  1.9  2.6 99.00 99.00 99.00 999 1009.9  25.1  25.9 999.0 99.0 99.00
2008 04 24 13 50  25  2.6  3.5 99.00 99.00 99.00 999 1009.6  25.1  25.8 999.0 99.0 99.00
2008 04 24 14 50  39  1.9  3.2 99.00 99.00 99.00 999 1009.5  25.1  25.8 999.0 99.0 99.00
2008 04 24 15 50  29  1.7  2.7 99.00 99.00 99.00 999 1009.9  25.1  25.8 999.0 99.0 99.00
2008 04 24 16 50  73  1.4  2.1 99.00 99.00 99.00 999 1010.8  25.3  25.7 999.0 99.0 99.00
2008 04 24 17 50  62  2.6  3.3 99.00 99.00 99.00 999 1011.7  25.5  25.8 999.0 99.0 99.00
2008 04 24 18 50  66  2.4  3.1 99.00 99.00 99.00 999 1011.9  25.5  25.9 999.0 99.0 99.00
2008 04 24 19 50  65  2.4  3.3 99.00 99.00 99.00 999 1011.7  25.5  26.1 999.0 99.0 99.00
2008 04 24 20 50  57  1.7  2.6 99.00 99.00 99.00 999 1011.1  25.5  26.3 999.0 99.0 99.00
2008 04 24 21 50  28  1.7  2.6 99.00 99.00 99.00 999 1010.1  25.5  26.7 999.0 99.0 99.00
2008 04 24 22 50  18  2.6  3.6 99.00 99.00 99.00 999 1009.3  25.5  27.1 999.0 99.0 99.00
2008 04 24 23 50  26  2.8  4.0 99.00 99.00 99.00 999 1008.9  25.7  27.1 999.0 99.0 99.00
2008 04 25 00 50  30  3.0  4.1 99.00 99.00 99.00 999 1008.6  25.8  27.0 999.0 99.0 99.00
2008 04 25 01 50  21  2.6  4.0 99.00 99.00 99.00 999 1008.9  26.0  26.9 999.0 99.0 99.00
2008 04 25 02 50  37  2.4  3.3 99.00 99.00 99.00 999 1009.1  26.1  26.8 999.0 99.0 99.00
2008 04 25 03 50  33  3.2  4.2 99.00 99.00 99.00 999 1009.8  26.0  26.6 999.0 99.0 99.00
2008 04 25 04 50  35  2.5  3.4 99.00 99.00 99.00 999 1010.0  26.0  26.4 999.0 99.0 99.00
2008 04 25 05 50  43  1.5  2.2 99.00 99.00 99.00 999 1010.6  25.9  26.3 999.0 99.0 99.00
2008 04 25 06 50  90  0.7  1.4 99.00 99.00 99.00 999 1010.9  26.0  26.3 999.0 99.0 99.00
2008 04 25 07 50  93  0.7  1.3 99.00 99.00 99.00 999 1011.4  25.8  26.2 999.0 99.0 99.00
2008 04 25 08 50  82  1.7  2.2 99.00 99.00 99.00 999 1011.7  25.7  26.1 999.0 99.0 99.00
2008 04 25 09 50  82  1.9  2.6 99.00 99.00 99.00 999 1011.3  25.6  26.1 999.0 99.0 99.00
2008 04 25 10 50 103  2.1  2.8 99.00 99.00 99.00 999 1010.6  25.6  26.0 999.0 99.0 99.00
2008 04 25 11 50 129  2.0  2.8 99.00 99.00 99.00 999 1009.8  25.4  26.0 999.0 99.0 99.00
2008 04 25 12 50 133  2.3  3.1 99.00 99.00 99.00 999 1009.5  25.4  25.9 999.0 99.0 99.00
2008 04 25 13 50 143  2.2  3.0 99.00 99.00 99.00 999 1009.4  25.3  25.9 999.0 99.0 99.00
